source	sample	population	superpopulation
1000g	HG02761	GWD	AFR
1000g	HG01334	GBR	EUR
1000g	HG02491	PJL	SAS
1000g	HG02773	GWD	AFR
1000g	HG01341	CLM	AMR
1000g	HG02496	ACB	AFR
1000g	HG02778	PJL	SAS
1000g	HG01346	CLM	AMR
1000g	HG02511	ACB	AFR
1000g	HG02780	PJL	SAS
1000g	HG01353	CLM	AMR
1000g	HG02523	KHV	EAS
1000g	HG02975	ESN	AFR
1000g	HG01358	CLM	AMR
1000g	HG02982	GWD	AFR
1000g	HG01360	CLM	AMR
1000g	HG02554	ACB	AFR
1000g	HG03012	BEB	SAS
1000g	HG01365	CLM	AMR
1000g	HG03017	PJL	SAS
1000g	HG01372	CLM	AMR
1000g	HG02390	CDX	EAS
1000g	HG02836	GWD	AFR
1000g	HG01377	CLM	AMR
1000g	HG02395	CDX	EAS
1000g	HG02855	GWD	AFR
1000g	HG01529	IBS	EUR
1000g	HG02408	CDX	EAS
1000g	HG02862	GWD	AFR
1000g	HG01531	IBS	EUR
1000g	HG02410	CDX	EAS
1000g	HG02879	GWD	AFR
1000g	HG01536	IBS	EUR
1000g	HG02314	ACB	AFR
1000g	HG02881	GWD	AFR
1000g	HG01550	CLM	AMR
1000g	HG02321	ACB	AFR
1000g	HG02886	GWD	AFR
1000g	HG01567	PEL	AMR
1000g	HG02345	PEL	AMR
1000g	HG03024	GWD	AFR
1000g	HG01579	PEL	AMR
1000g	HG02364	CDX	EAS
1000g	HG03029	GWD	AFR
1000g	HG01586	PJL	SAS
1000g	HG02371	CDX	EAS
1000g	HG03048	GWD	AFR
1000g	HG01435	CLM	AMR
1000g	HG02383	CDX	EAS
1000g	HG03050	GWD	AFR
1000g	HG02819	GWD	AFR
1000g	HG03055	MSL	AFR
1000g	HG01447	CLM	AMR
1000g	HG02821	GWD	AFR
1000g	HG03098	MSL	AFR
1000g	HG02838	GWD	AFR
1000g	HG03101	ESN	AFR
1000g	HG01459	CLM	AMR
1000g	HG02840	GWD	AFR
1000g	HG03113	ESN	AFR
1000g	HG01461	CLM	AMR
1000g	HG02852	GWD	AFR
1000g	HG03118	ESN	AFR
1000g	HG01466	CLM	AMR
1000g	HG02869	GWD	AFR
1000g	HG03120	ESN	AFR
1000g	HG01593	PJL	SAS
1000g	HG02871	GWD	AFR
1000g	HG03125	ESN	AFR
1000g	HG01598	KHV	EAS
1000g	HG02883	GWD	AFR
1000g	HG03132	ESN	AFR
1000g	HG01601	IBS	EUR
1000g	HG02888	GWD	AFR
1000g	HG03137	ESN	AFR
1000g	HG01606	IBS	EUR
1000g	HG02890	GWD	AFR
1000g	HG01613	IBS	EUR
1000g	HG02895	GWD	AFR
1000g	HG03074	MSL	AFR
1000g	HG01384	CLM	AMR
1000g	HG02922	ESN	AFR
1000g	HG03079	MSL	AFR
1000g	HG01389	CLM	AMR
1000g	HG02972	ESN	AFR
1000g	HG03081	MSL	AFR
1000g	HG01391	CLM	AMR
1000g	HG02977	ESN	AFR
1000g	HG03086	MSL	AFR
1000g	HG01396	PUR	AMR
1000g	HG02984	GWD	AFR
1000g	HG02944	ESN	AFR
1000g	HG03007	BEB	SAS
1000g	HG02968	ESN	AFR
1000g	HG03019	PJL	SAS
1000g	HG02970	ESN	AFR
1000g	HG01269	CLM	AMR
1000g	HG03021	PJL	SAS
1000g	HG01271	CLM	AMR
1000g	HG03026	GWD	AFR
1000g	HG03461	MSL	AFR
1000g	HG01276	CLM	AMR
1000g	HG03033	GWD	AFR
1000g	HG01303	PUR	AMR
1000g	HG03040	GWD	AFR
1000g	HG03473	MSL	AFR
1000g	HG01308	PUR	AMR
1000g	HG03045	GWD	AFR
1000g	HG03478	MSL	AFR
1000g	HG03052	MSL	AFR
1000g	HG03480	MSL	AFR
1000g	HG03057	MSL	AFR
1000g	HG03485	MSL	AFR
1000g	HG02737	PJL	SAS
1000g	HG03240	GWD	AFR
1000g	HG01485	CLM	AMR
1000g	HG02756	GWD	AFR
1000g	HG03269	ESN	AFR
1000g	HG01492	CLM	AMR
1000g	HG02763	GWD	AFR
1000g	HG03271	ESN	AFR
1000g	HG01497	CLM	AMR
1000g	HG02768	GWD	AFR
1000g	HG03295	ESN	AFR
1000g	HG01500	IBS	EUR
1000g	HG02770	GWD	AFR
1000g	HG03303	ESN	AFR
1000g	HG01618	IBS	EUR
1000g	HG02775	PJL	SAS
1000g	HG03308	ESN	AFR
1000g	HG01620	IBS	EUR
1000g	HG02787	PJL	SAS
1000g	HG03310	ESN	AFR
1000g	HG01625	IBS	EUR
1000g	HG02794	PJL	SAS
1000g	HG01632	IBS	EUR
1000g	HG02799	GWD	AFR
1000g	HG03163	ESN	AFR
1000g	HG01668	IBS	EUR
1000g	HG02807	GWD	AFR
1000g	HG03168	ESN	AFR
1000g	HG01670	IBS	EUR
1000g	HG02814	GWD	AFR
1000g	HG03170	ESN	AFR
1000g	HG01675	IBS	EUR
1000g	HG03064	MSL	AFR
1000g	HG03175	ESN	AFR
1000g	HG01505	IBS	EUR
1000g	HG03069	MSL	AFR
1000g	HG01512	IBS	EUR
1000g	HG03199	ESN	AFR
1000g	HG01517	IBS	EUR
1000g	HG03088	MSL	AFR
1000g	HG03202	ESN	AFR
1000g	HG01524	IBS	EUR
1000g	HG03095	MSL	AFR
1000g	HG03238	PJL	SAS
1000g	HG01815	CDX	EAS
1000g	HG03492	PJL	SAS
1000g	HG01841	KHV	EAS
1000g	HG02941	ESN	AFR
1000g	HG03517	ESN	AFR
1000g	HG01846	KHV	EAS
1000g	HG02946	ESN	AFR
1000g	HG03428	MSL	AFR
1000g	HG01853	KHV	EAS
1000g	HG02953	ESN	AFR
1000g	HG03442	MSL	AFR
1000g	HG01858	KHV	EAS
1000g	HG02965	ESN	AFR
1000g	HG03454	MSL	AFR
1000g	HG01860	KHV	EAS
1000g	HG02698	PJL	SAS
1000g	HG02701	PJL	SAS
1000g	HG01771	IBS	EUR
1000g	HG02725	PJL	SAS
1000g	HG03372	ESN	AFR
1000g	HG01776	IBS	EUR
1000g	HG03103	ESN	AFR
1000g	HG01783	IBS	EUR
1000g	HG03108	ESN	AFR
1000g	HG03391	MSL	AFR
1000g	HG01790	GBR	EUR
1000g	HG03110	ESN	AFR
1000g	HG01947	PEL	AMR
1000g	HG03115	ESN	AFR
1000g	HG03644	STU	SAS
1000g	HG01954	PEL	AMR
1000g	HG03242	GWD	AFR
1000g	HG03649	PJL	SAS
1000g	HG01959	ACB	AFR
1000g	HG03247	GWD	AFR
1000g	HG03651	PJL	SAS
1000g	HG01961	PEL	AMR
1000g	HG03259	GWD	AFR
1000g	HG01682	IBS	EUR
1000g	HG03663	PJL	SAS
1000g	HG01687	IBS	EUR
1000g	HG03280	ESN	AFR
1000g	HG03668	PJL	SAS
1000g	HG01694	IBS	EUR
1000g	HG03196	ESN	AFR
1000g	HG03719	ITU	SAS
1000g	HG01699	IBS	EUR
1000g	HG03209	MSL	AFR
1000g	HG03721	ITU	SAS
1000g	HG01702	IBS	EUR
1000g	HG03228	PJL	SAS
1000g	HG03733	STU	SAS
1000g	HG01865	KHV	EAS
1000g	HG03230	PJL	SAS
1000g	HG03738	STU	SAS
1000g	HG01872	KHV	EAS
1000g	HG03235	PJL	SAS
1000g	HG03740	STU	SAS
1000g	HG01884	ACB	AFR
1000g	HG03432	MSL	AFR
1000g	HG03745	STU	SAS
1000g	HG01923	PEL	AMR
1000g	HG03437	MSL	AFR
1000g	HG03606	BEB	SAS
1000g	HG01928	PEL	AMR
1000g	HG03449	MSL	AFR
1000g	HG03618	PJL	SAS
1000g	HG01935	PEL	AMR
1000g	HG03451	MSL	AFR
1000g	HG03620	PJL	SAS
1000g	HG01942	PEL	AMR
1000g	HG03456	MSL	AFR
1000g	HG03625	PJL	SAS
1000g	HG01889	ACB	AFR
1000g	HG03343	ESN	AFR
1000g	HG03699	PJL	SAS
1000g	HG01891	ACB	AFR
1000g	HG03350	ESN	AFR
1000g	HG03702	PJL	SAS
1000g	HG01896	ACB	AFR
1000g	HG03707	PJL	SAS
1000g	HG01916	ACB	AFR
1000g	HG03367	ESN	AFR
1000g	HG03714	ITU	SAS
1000g	HG01707	IBS	EUR
1000g	HG03374	ESN	AFR
1000g	HG03752	STU	SAS
1000g	HG01757	IBS	EUR
1000g	HG03122	ESN	AFR
1000g	HG03757	STU	SAS
1000g	HG03127	ESN	AFR
1000g	HG01795	CDX	EAS
1000g	HG03134	ESN	AFR
1000g	HG03771	ITU	SAS
1000g	HG01808	CDX	EAS
1000g	HG03139	ESN	AFR
1000g	HG01810	CDX	EAS
1000g	HG03788	ITU	SAS
1000g	HG01992	PEL	AMR
1000g	HG03297	ESN	AFR
1000g	HG03790	ITU	SAS
1000g	HG01997	PEL	AMR
1000g	HG03300	ESN	AFR
1000g	HG03795	BEB	SAS
1000g	HG02003	PEL	AMR
1000g	HG03305	ESN	AFR
1000g	HG03579	MSL	AFR
1000g	HG02008	PEL	AMR
1000g	HG03312	ESN	AFR
1000g	HG03593	BEB	SAS
1000g	HG02010	ACB	AFR
1000g	HG03160	ESN	AFR
1000g	HG03598	BEB	SAS
1000g	HG02015	KHV	EAS
1000g	HG03172	ESN	AFR
1000g	HG03548	MSL	AFR
1000g	HG02077	KHV	EAS
1000g	HG03189	ESN	AFR
1000g	HG03567	MSL	AFR
1000g	HG02084	KHV	EAS
1000g	HG03191	ESN	AFR
1000g	HG03574	MSL	AFR
1000g	HG02089	PEL	AMR
1000g	HG03682	STU	SAS
1000g	HG02091	PEL	AMR
1000g	HG03687	STU	SAS
1000g	HG02104	PEL	AMR
1000g	HG03694	STU	SAS
1000g	HG02111	ACB	AFR
1000g	HG03401	MSL	AFR
1000g	HG03973	ITU	SAS
1000g	HG02116	KHV	EAS
1000g	HG03978	ITU	SAS
1000g	HG02128	KHV	EAS
1000g	HG03470	MSL	AFR
1000g	HG03985	STU	SAS
1000g	HG02130	KHV	EAS
1000g	HG03538	GWD	AFR
1000g	HG03992	STU	SAS
1000g	HG02135	KHV	EAS
1000g	HG03540	GWD	AFR
1000g	HG03909	BEB	SAS
1000g	HG02166	CDX	EAS
1000g	HG03557	MSL	AFR
1000g	HG03911	BEB	SAS
1000g	HG03916	BEB	SAS
1000g	HG02178	CDX	EAS
1000g	HG03928	BEB	SAS
1000g	HG02180	CDX	EAS
1000g	HG03571	MSL	AFR
1000g	HG03884	STU	SAS
1000g	HG02185	CDX	EAS
1000g	HG03576	MSL	AFR
1000g	HG03896	STU	SAS
1000g	HG03696	STU	SAS
1000g	HG03904	BEB	SAS
1000g	HG02224	IBS	EUR
1000g	HG03704	PJL	SAS
1000g	HG03803	BEB	SAS
1000g	HG02229	IBS	EUR
1000g	HG03709	PJL	SAS
1000g	HG03808	BEB	SAS
1000g	HG02231	IBS	EUR
1000g	HG03711	STU	SAS
1000g	HG03815	BEB	SAS
1000g	HG02236	IBS	EUR
1000g	HG03716	ITU	SAS
1000g	HG02250	CDX	EAS
1000g	HG03487	PJL	SAS
1000g	HG03930	BEB	SAS
1000g	HG02142	KHV	EAS
1000g	HG03499	ESN	AFR
1000g	HG03942	BEB	SAS
1000g	HG02147	PEL	AMR
1000g	HG03514	ESN	AFR
1000g	HG03947	STU	SAS
1000g	HG02154	CDX	EAS
1000g	HG03519	ESN	AFR
1000g	HG03834	BEB	SAS
1000g	HG01973	PEL	AMR
1000g	HG03521	ESN	AFR
1000g	HG03846	STU	SAS
1000g	HG01978	PEL	AMR
1000g	HG03639	PJL	SAS
1000g	HG04003	STU	SAS
1000g	HG01980	PEL	AMR
1000g	HG03641	PJL	SAS
1000g	HG04015	ITU	SAS
1000g	HG01985	ACB	AFR
1000g	HG03646	STU	SAS
1000g	HG04022	ITU	SAS
1000g	HG02053	ACB	AFR
1000g	HG03653	PJL	SAS
1000g	HG04039	STU	SAS
1000g	HG02058	KHV	EAS
1000g	HG03660	PJL	SAS
1000g	HG02060	KHV	EAS
1000g	HG03754	STU	SAS
1000g	HG02072	KHV	EAS
1000g	HG03761	PJL	SAS
1000g	HG04060	ITU	SAS
1000g	HG02027	KHV	EAS
1000g	HG03858	STU	SAS
1000g	HG03773	ITU	SAS
1000g	HG03872	ITU	SAS
1000g	HG02419	ACB	AFR
1000g	HG03583	MSL	AFR
1000g	NA12146	CEU	EUR
1000g	HG02433	ACB	AFR
1000g	NA12273	CEU	EUR
1000g	HG02445	ACB	AFR
1000g	HG03595	BEB	SAS
1000g	NA12329	CEU	EUR
1000g	HG02464	GWD	AFR
1000g	HG03603	BEB	SAS
1000g	NA12336	CEU	EUR
1000g	HG02558	ACB	AFR
1000g	HG03672	STU	SAS
1000g	NA12343	CEU	EUR
1000g	HG02572	GWD	AFR
1000g	HG03684	STU	SAS
1000g	NA12348	CEU	EUR
1000g	HG02577	ACB	AFR
1000g	HG03689	STU	SAS
1000g	NA12386	CEU	EUR
1000g	HG02584	GWD	AFR
1000g	HG03691	STU	SAS
1000g	NA12413	CEU	EUR
1000g	HG02589	GWD	AFR
1000g	HG03615	BEB	SAS
1000g	NA12716	CEU	EUR
1000g	HG02596	GWD	AFR
1000g	HG03634	PJL	SAS
1000g	NA12761	CEU	EUR
1000g	HG02279	PEL	AMR
1000g	NA12766	CEU	EUR
1000g	HG02281	ACB	AFR
1000g	HG03730	ITU	SAS
1000g	NA12778	CEU	EUR
1000g	HG02286	PEL	AMR
1000g	HG03742	ITU	SAS
1000g	NA12812	CEU	EUR
1000g	HG02293	PEL	AMR
1000g	HG03999	STU	SAS
1000g	NA12817	CEU	EUR
1000g	HG02298	PEL	AMR
1000g	HG04017	ITU	SAS
1000g	NA12829	CEU	EUR
1000g	HG02301	PEL	AMR
1000g	NA12843	CEU	EUR
1000g	HG02471	ACB	AFR
1000g	HG04029	STU	SAS
1000g	NA12874	CEU	EUR
1000g	HG02476	ACB	AFR
1000g	HG04036	STU	SAS
1000g	NA18485	YRI	AFR
1000g	HG02490	PJL	SAS
1000g	HG04229	STU	SAS
1000g	HG02495	PJL	SAS
1000g	HG03886	STU	SAS
1000g	HG02318	ACB	AFR
1000g	HG03898	STU	SAS
1000g	NA06985	CEU	EUR
1000g	HG02325	ACB	AFR
1000g	NA06997	CEU	EUR
1000g	HG02332	ACB	AFR
1000g	HG03848	STU	SAS
1000g	NA07022	CEU	EUR
1000g	HG02337	ACB	AFR
1000g	HG03850	STU	SAS
1000g	NA07034	CEU	EUR
1000g	HG03862	ITU	SAS
1000g	NA07349	CEU	EUR
1000g	HG02508	ACB	AFR
1000g	HG03867	ITU	SAS
1000g	NA10830	CEU	EUR
1000g	HG02522	KHV	EAS
1000g	HG03874	ITU	SAS
1000g	NA10835	CEU	EUR
1000g	HG02541	ACB	AFR
1000g	HG03824	BEB	SAS
1000g	NA10842	CEU	EUR
1000g	HG02546	ACB	AFR
1000g	HG03829	BEB	SAS
1000g	NA10847	CEU	EUR
1000g	HG02351	CDX	EAS
1000g	HG03831	BEB	SAS
1000g	NA10854	CEU	EUR
1000g	HG02356	CDX	EAS
1000g	HG03836	STU	SAS
1000g	NA10859	CEU	EUR
1000g	HG03937	BEB	SAS
1000g	NA10861	CEU	EUR
1000g	HG02375	CDX	EAS
1000g	HG03944	STU	SAS
1000g	NA11840	CEU	EUR
1000g	HG02382	CDX	EAS
1000g	HG03949	STU	SAS
1000g	NA12045	CEU	EUR
1000g	HG03951	STU	SAS
1000g	NA12057	CEU	EUR
1000g	HG02394	CDX	EAS
1000g	HG03797	BEB	SAS
1000g	HG04173	BEB	SAS
1000g	HG02399	CDX	EAS
1000g	HG03800	BEB	SAS
1000g	HG04180	BEB	SAS
1000g	HG02402	CDX	EAS
1000g	HG03805	BEB	SAS
1000g	HG04185	BEB	SAS
1000g	HG02407	CDX	EAS
1000g	HG03812	BEB	SAS
1000g	HG04192	BEB	SAS
1000g	HG02255	ACB	AFR
1000g	HG03817	BEB	SAS
1000g	HG02262	PEL	AMR
1000g	HG03906	BEB	SAS
1000g	HG04200	ITU	SAS
1000g	HG03913	BEB	SAS
1000g	HG04212	ITU	SAS
1000g	HG02274	PEL	AMR
1000g	HG03920	BEB	SAS
1000g	HG04217	ITU	SAS
1000g	HG02604	PJL	SAS
1000g	HG03925	BEB	SAS
1000g	HG04142	BEB	SAS
1000g	HG02611	GWD	AFR
1000g	HG03963	ITU	SAS
1000g	HG04147	BEB	SAS
1000g	HG02623	GWD	AFR
1000g	HG03968	ITU	SAS
1000g	HG04159	BEB	SAS
1000g	HG02628	GWD	AFR
1000g	HG04161	BEB	SAS
1000g	HG02630	GWD	AFR
1000g	HG03778	ITU	SAS
1000g	HG04096	ITU	SAS
1000g	HG02635	GWD	AFR
1000g	HG03780	ITU	SAS
1000g	HG02642	GWD	AFR
1000g	HG03785	ITU	SAS
1000g	HG04135	BEB	SAS
1000g	HG02647	GWD	AFR
1000g	HG03792	ITU	SAS
1000g	NA18555	CHB	EAS
1000g	NA12155	CEU	EUR
1000g	NA18562	CHB	EAS
1000g	HG02786	PJL	SAS
1000g	NA12249	CEU	EUR
1000g	NA18567	CHB	EAS
1000g	HG02793	PJL	SAS
1000g	NA12275	CEU	EUR
1000g	NA18574	CHB	EAS
1000g	HG02798	GWD	AFR
1000g	NA12282	CEU	EUR
1000g	NA18579	CHB	EAS
1000g	HG02806	GWD	AFR
1000g	NA12287	CEU	EUR
1000g	NA18593	CHB	EAS
1000g	HG02813	GWD	AFR
1000g	NA12340	CEU	EUR
1000g	NA18606	CHB	EAS
1000g	HG02818	GWD	AFR
1000g	NA12376	CEU	EUR
1000g	NA18613	CHB	EAS
1000g	HG02971	ESN	AFR
1000g	NA12383	CEU	EUR
1000g	NA18618	CHB	EAS
1000g	HG02976	ESN	AFR
1000g	NA12489	CEU	EUR
1000g	NA18620	CHB	EAS
1000g	HG02983	GWD	AFR
1000g	NA10851	CEU	EUR
1000g	NA18625	CHB	EAS
1000g	HG03006	BEB	SAS
1000g	NA10856	CEU	EUR
1000g	NA18632	CHB	EAS
1000g	HG03018	PJL	SAS
1000g	NA10863	CEU	EUR
1000g	NA18637	CHB	EAS
1000g	HG02654	PJL	SAS
1000g	NA11830	CEU	EUR
1000g	NA18644	CHB	EAS
1000g	HG02659	PJL	SAS
1000g	NA11892	CEU	EUR
1000g	NA18740	CHB	EAS
1000g	HG02661	PJL	SAS
1000g	NA11917	CEU	EUR
1000g	NA18745	CHB	EAS
1000g	HG02666	GWD	AFR
1000g	NA11931	CEU	EUR
1000g	NA18757	CHB	EAS
1000g	HG02678	GWD	AFR
1000g	NA11993	CEU	EUR
1000g	HG02680	GWD	AFR
1000g	NA12004	CEU	EUR
1000g	NA18853	YRI	AFR
1000g	HG02685	PJL	SAS
1000g	HG04238	ITU	SAS
1000g	NA18916	YRI	AFR
1000g	HG02692	PJL	SAS
1000g	NA18923	YRI	AFR
1000g	HG02697	PJL	SAS
1000g	NA06994	CEU	EUR
1000g	NA18930	YRI	AFR
1000g	HG02700	PJL	SAS
1000g	NA07000	CEU	EUR
1000g	NA18935	YRI	AFR
1000g	HG02717	GWD	AFR
1000g	NA07029	CEU	EUR
1000g	NA18942	JPT	EAS
1000g	HG02724	PJL	SAS
1000g	NA07031	CEU	EUR
1000g	NA18947	JPT	EAS
1000g	HG02729	PJL	SAS
1000g	NA07048	CEU	EUR
1000g	NA18954	JPT	EAS
1000g	HG02731	PJL	SAS
1000g	NA07055	CEU	EUR
1000g	NA18959	JPT	EAS
1000g	HG02736	PJL	SAS
1000g	NA07346	CEU	EUR
1000g	NA18961	JPT	EAS
1000g	HG02762	GWD	AFR
1000g	NA07435	CEU	EUR
1000g	NA18966	JPT	EAS
1000g	HG02774	PJL	SAS
1000g	NA10837	CEU	EUR
1000g	NA18973	JPT	EAS
1000g	HG04194	BEB	SAS
1000g	NA18978	JPT	EAS
1000g	HG02820	GWD	AFR
1000g	HG04199	STU	SAS
1000g	HG02837	GWD	AFR
1000g	HG04202	ITU	SAS
1000g	NA19058	JPT	EAS
1000g	HG02851	GWD	AFR
1000g	HG04214	ITU	SAS
1000g	NA19060	JPT	EAS
1000g	HG02856	GWD	AFR
1000g	HG04219	ITU	SAS
1000g	NA19065	JPT	EAS
1000g	HG02870	GWD	AFR
1000g	HG04093	ITU	SAS
1000g	NA19072	JPT	EAS
1000g	HG02882	GWD	AFR
1000g	HG04098	ITU	SAS
1000g	NA19077	JPT	EAS
1000g	HG02887	GWD	AFR
1000g	HG04106	STU	SAS
1000g	NA19084	JPT	EAS
1000g	HG03025	GWD	AFR
1000g	HG04118	ITU	SAS
1000g	NA19089	JPT	EAS
1000g	HG03049	GWD	AFR
1000g	HG04132	BEB	SAS
1000g	NA19091	JPT	EAS
1000g	HG03056	MSL	AFR
1000g	NA19096	YRI	AFR
1000g	HG02938	ESN	AFR
1000g	HG02945	ESN	AFR
1000g	HG04062	ITU	SAS
1000g	NA19109	YRI	AFR
1000g	HG02952	ESN	AFR
1000g	NA18497	YRI	AFR
1000g	HG02964	ESN	AFR
1000g	HG04144	BEB	SAS
1000g	NA18500	YRI	AFR
1000g	HG04149	BEB	SAS
1000g	NA18505	YRI	AFR
1000g	HG03239	PJL	SAS
1000g	HG04151	BEB	SAS
1000g	NA18517	YRI	AFR
1000g	HG03241	GWD	AFR
1000g	HG04156	BEB	SAS
1000g	NA18531	CHB	EAS
1000g	HG03246	GWD	AFR
1000g	HG04175	BEB	SAS
1000g	NA18536	CHB	EAS
1000g	HG03258	GWD	AFR
1000g	HG04182	BEB	SAS
1000g	NA18543	CHB	EAS
1000g	HG03260	GWD	AFR
1000g	HG04187	BEB	SAS
1000g	NA18548	CHB	EAS
1000g	HG03265	ESN	AFR
1000g	NA18538	CHB	EAS
1000g	NA18550	CHB	EAS
1000g	HG03272	ESN	AFR
1000g	NA18545	CHB	EAS
1000g	NA19116	YRI	AFR
1000g	HG03291	ESN	AFR
1000g	NA18552	CHB	EAS
1000g	NA19123	YRI	AFR
1000g	HG03342	ESN	AFR
1000g	NA18557	CHB	EAS
1000g	NA19128	YRI	AFR
1000g	HG03354	ESN	AFR
1000g	NA18564	CHB	EAS
1000g	NA19130	YRI	AFR
1000g	NA18571	CHB	EAS
1000g	NA19142	YRI	AFR
1000g	HG03366	ESN	AFR
1000g	NA19147	YRI	AFR
1000g	HG03373	ESN	AFR
1000g	NA18595	CHB	EAS
1000g	NA19154	YRI	AFR
1000g	HG03164	ESN	AFR
1000g	NA18603	CHB	EAS
1000g	NA19159	YRI	AFR
1000g	HG03169	ESN	AFR
1000g	NA18608	CHB	EAS
1000g	NA19161	YRI	AFR
1000g	NA18610	CHB	EAS
1000g	NA18615	CHB	EAS
1000g	NA19173	YRI	AFR
1000g	HG03190	ESN	AFR
1000g	NA18622	CHB	EAS
1000g	NA18858	YRI	AFR
1000g	HG03121	ESN	AFR
1000g	NA18627	CHB	EAS
1000g	NA18860	YRI	AFR
1000g	HG03126	ESN	AFR
1000g	NA18634	CHB	EAS
1000g	NA18865	YRI	AFR
1000g	HG03133	ESN	AFR
1000g	NA18639	CHB	EAS
1000g	NA18872	YRI	AFR
1000g	NA18641	CHB	EAS
1000g	NA18877	YRI	AFR
1000g	HG03157	ESN	AFR
1000g	NA18646	CHB	EAS
1000g	NA18909	YRI	AFR
1000g	HG03296	ESN	AFR
1000g	NA18747	CHB	EAS
1000g	NA18911	YRI	AFR
1000g	HG03304	ESN	AFR
1000g	NA19031	LWK	AFR
1000g	NA19248	YRI	AFR
1000g	HG03309	ESN	AFR
1000g	NA19036	LWK	AFR
1000g	HG03311	ESN	AFR
1000g	NA19043	LWK	AFR
1000g	NA19318	LWK	AFR
1000g	HG03195	ESN	AFR
1000g	NA19055	JPT	EAS
1000g	NA19320	LWK	AFR
1000g	NA19062	JPT	EAS
1000g	NA19332	LWK	AFR
1000g	HG03234	PJL	SAS
1000g	NA19067	JPT	EAS
1000g	NA19351	LWK	AFR
1000g	HG03099	ESN	AFR
1000g	NA19074	JPT	EAS
1000g	NA19375	LWK	AFR
1000g	NA19079	JPT	EAS
1000g	NA18980	JPT	EAS
1000g	HG03114	ESN	AFR
1000g	NA19081	JPT	EAS
1000g	NA18985	JPT	EAS
1000g	HG03119	ESN	AFR
1000g	NA19086	JPT	EAS
1000g	NA18992	JPT	EAS
1000g	HG03378	MSL	AFR
1000g	NA19093	YRI	AFR
1000g	NA18997	JPT	EAS
1000g	HG03380	MSL	AFR
1000g	NA19098	YRI	AFR
1000g	NA19003	JPT	EAS
1000g	HG03385	MSL	AFR
1000g	NA12890	CEU	EUR
1000g	NA19010	JPT	EAS
1000g	HG03397	MSL	AFR
1000g	NA18487	YRI	AFR
1000g	NA19027	LWK	AFR
1000g	HG03063	MSL	AFR
1000g	NA18499	YRI	AFR
1000g	NA19041	LWK	AFR
1000g	HG03082	MSL	AFR
1000g	NA18502	YRI	AFR
1000g	NA19185	YRI	AFR
1000g	HG03486	MSL	AFR
1000g	NA18507	YRI	AFR
1000g	NA19197	YRI	AFR
1000g	NA18519	YRI	AFR
1000g	NA19200	YRI	AFR
1000g	NA18521	YRI	AFR
1000g	NA19205	YRI	AFR
1000g	HG03518	ESN	AFR
1000g	NA18526	CHB	EAS
1000g	NA19224	YRI	AFR
1000g	HG03520	ESN	AFR
1000g	NA18533	CHB	EAS
1000g	NA19236	YRI	AFR
1000g	HG03607	BEB	SAS
1000g	NA18968	JPT	EAS
1000g	NA20517	TSI	EUR
1000g	HG03619	PJL	SAS
1000g	NA18970	JPT	EAS
1000g	NA20524	TSI	EUR
1000g	NA18975	JPT	EAS
1000g	NA20529	TSI	EUR
1000g	HG03626	PJL	SAS
1000g	NA18982	JPT	EAS
1000g	NA20531	TSI	EUR
1000g	HG03633	PJL	SAS
1000g	NA18987	JPT	EAS
1000g	NA20536	TSI	EUR
1000g	NA18994	JPT	EAS
1000g	NA20543	TSI	EUR
1000g	HG03683	STU	SAS
1000g	NA18999	JPT	EAS
1000g	NA20581	TSI	EUR
1000g	HG03688	STU	SAS
1000g	NA19000	JPT	EAS
1000g	NA20586	TSI	EUR
1000g	HG03690	STU	SAS
1000g	NA19005	JPT	EAS
1000g	NA20752	TSI	EUR
1000g	HG03695	STU	SAS
1000g	NA19012	JPT	EAS
1000g	NA20757	TSI	EUR
1000g	HG03640	PJL	SAS
1000g	NA19017	LWK	AFR
1000g	NA20764	TSI	EUR
1000g	HG03645	STU	SAS
1000g	NA19024	LWK	AFR
1000g	NA20769	TSI	EUR
1000g	HG03652	PJL	SAS
1000g	NA12718	CEU	EUR
1000g	NA20771	TSI	EUR
1000g	NA12749	CEU	EUR
1000g	HG03669	PJL	SAS
1000g	NA12751	CEU	EUR
1000g	NA19818	ASW	AFR
1000g	HG03582	MSL	AFR
1000g	NA12763	CEU	EUR
1000g	NA19902	ASW	AFR
1000g	NA12775	CEU	EUR
1000g	NA19914	ASW	AFR
1000g	HG03594	BEB	SAS
1000g	NA12802	CEU	EUR
1000g	NA19919	ASW	AFR
1000g	NA12814	CEU	EUR
1000g	NA19921	ASW	AFR
1000g	NA12864	CEU	EUR
1000g	NA19983	ASW	AFR
1000g	HG03703	PJL	SAS
1000g	NA18879	YRI	AFR
1000g	NA20276	ASW	AFR
1000g	HG03708	PJL	SAS
1000g	NA18881	YRI	AFR
1000g	NA20783	TSI	EUR
1000g	HG03710	PJL	SAS
1000g	NA18906	YRI	AFR
1000g	NA20790	TSI	EUR
1000g	NA18913	YRI	AFR
1000g	NA20795	TSI	EUR
1000g	NA18925	YRI	AFR
1000g	NA20803	TSI	EUR
1000g	HG03556	MSL	AFR
1000g	NA18944	JPT	EAS
1000g	NA20808	TSI	EUR
1000g	HG03563	MSL	AFR
1000g	NA18949	JPT	EAS
1000g	NA20810	TSI	EUR
1000g	HG03575	MSL	AFR
1000g	NA18951	JPT	EAS
