source	sample	population	superpopulation
1000g	NA18533	CHB	EAS
1000g	NA19236	YRI	AFR
1000g	HG03607	BEB	SAS
1000g	NA18968	JPT	EAS
1000g	NA20517	TSI	EUR
1000g	HG03619	PJL	SAS
1000g	NA18970	JPT	EAS
1000g	NA20524	TSI	EUR
1000g	NA18975	JPT	EAS
1000g	NA20529	TSI	EUR
1000g	HG03626	PJL	SAS
1000g	NA18982	JPT	EAS
1000g	NA20531	TSI	EUR
1000g	HG03633	PJL	SAS
1000g	NA18987	JPT	EAS
1000g	NA20536	TSI	EUR
1000g	NA18994	JPT	EAS
1000g	NA20543	TSI	EUR
1000g	HG03683	STU	SAS
1000g	NA18999	JPT	EAS
1000g	NA20581	TSI	EUR
1000g	HG03688	STU	SAS
1000g	NA19000	JPT	EAS
1000g	NA20586	TSI	EUR
1000g	HG03690	STU	SAS
1000g	NA19005	JPT	EAS
1000g	NA20752	TSI	EUR
1000g	HG03695	STU	SAS
1000g	NA19012	JPT	EAS
1000g	NA20757	TSI	EUR
1000g	HG03640	PJL	SAS
1000g	NA19017	LWK	AFR
1000g	NA20764	TSI	EUR
1000g	HG03645	STU	SAS
1000g	NA19024	LWK	AFR
1000g	NA20769	TSI	EUR
1000g	HG03652	PJL	SAS
1000g	NA12718	CEU	EUR
1000g	NA20771	TSI	EUR
1000g	NA12749	CEU	EUR
1000g	HG03669	PJL	SAS
1000g	NA12751	CEU	EUR
1000g	NA19818	ASW	AFR
1000g	HG03582	MSL	AFR
1000g	NA12763	CEU	EUR
1000g	NA19902	ASW	AFR
1000g	NA12775	CEU	EUR
1000g	NA19914	ASW	AFR
1000g	HG03594	BEB	SAS
1000g	NA12802	CEU	EUR
1000g	NA19919	ASW	AFR
1000g	NA12814	CEU	EUR
1000g	NA19921	ASW	AFR
1000g	NA12864	CEU	EUR
1000g	NA19983	ASW	AFR
1000g	HG03703	PJL	SAS
1000g	NA18879	YRI	AFR
1000g	NA20276	ASW	AFR
1000g	HG03708	PJL	SAS
1000g	NA18881	YRI	AFR
1000g	NA20783	TSI	EUR
1000g	HG03710	PJL	SAS
1000g	NA18906	YRI	AFR
1000g	NA20790	TSI	EUR
1000g	NA18913	YRI	AFR
1000g	NA20795	TSI	EUR
1000g	NA18925	YRI	AFR
1000g	NA20803	TSI	EUR
1000g	HG03556	MSL	AFR
1000g	NA18944	JPT	EAS
1000g	NA20808	TSI	EUR
1000g	HG03563	MSL	AFR
1000g	NA18949	JPT	EAS
1000g	NA20810	TSI	EUR
1000g	HG03575	MSL	AFR
1000g	NA18951	JPT	EAS
1000g	NA20815	TSI	EUR
1000g	NA18956	JPT	EAS
1000g	NA20822	TSI	EUR
1000g	HG03436	MSL	AFR
1000g	NA18963	JPT	EAS
1000g	NA20827	TSI	EUR
1000g	NA19101	YRI	AFR
1000g	NA20846	GIH	SAS
1000g	HG03455	MSL	AFR
1000g	NA19113	YRI	AFR
1000g	NA20853	GIH	SAS
1000g	NA19118	YRI	AFR
1000g	NA19120	YRI	AFR
1000g	NA19471	LWK	AFR
1000g	HG03479	MSL	AFR
1000g	NA19132	YRI	AFR
1000g	NA19654	MXL	AMR
1000g	HG03931	BEB	SAS
1000g	NA19137	YRI	AFR
1000g	NA19659	MXL	AMR
1000g	HG03943	STU	SAS
1000g	NA19144	YRI	AFR
1000g	NA19661	MXL	AMR
1000g	NA19149	YRI	AFR
1000g	NA19678	MXL	AMR
1000g	HG03950	STU	SAS
1000g	NA19151	YRI	AFR
1000g	NA19680	MXL	AMR
1000g	HG03955	STU	SAS
1000g	NA19175	YRI	AFR
1000g	NA19685	MXL	AMR
1000g	HG03823	BEB	SAS
1000g	NA19199	YRI	AFR
1000g	NA19700	ASW	AFR
1000g	HG03830	BEB	SAS
1000g	NA19202	YRI	AFR
1000g	NA19705	ASW	AFR
1000g	NA19207	YRI	AFR
1000g	NA19712	ASW	AFR
1000g	NA19214	YRI	AFR
1000g	NA19717	MXL	AMR
1000g	NA18855	YRI	AFR
1000g	NA19724	MXL	AMR
1000g	HG03753	STU	SAS
1000g	NA18862	YRI	AFR
1000g	NA19729	MXL	AMR
1000g	HG03760	STU	SAS
1000g	NA18867	YRI	AFR
1000g	NA19731	MXL	AMR
1000g	HG03765	PJL	SAS
1000g	NA18874	YRI	AFR
1000g	NA19748	MXL	AMR
1000g	HG03772	ITU	SAS
1000g	NA19221	YRI	AFR
1000g	NA19750	MXL	AMR
1000g	HG03722	ITU	SAS
1000g	NA19226	YRI	AFR
1000g	NA20339	ASW	AFR
1000g	HG03727	ITU	SAS
1000g	NA19238	YRI	AFR
1000g	HG03741	STU	SAS
1000g	NA19240	YRI	AFR
1000g	NA20346	ASW	AFR
1000g	HG03746	STU	SAS
1000g	NA20358	ASW	AFR
1000g	HG03777	ITU	SAS
1000g	NA19257	YRI	AFR
1000g	HG03784	ITU	SAS
1000g	NA19308	LWK	AFR
1000g	NA20505	TSI	EUR
1000g	HG03789	ITU	SAS
1000g	NA19310	LWK	AFR
1000g	NA20512	TSI	EUR
1000g	HG03796	BEB	SAS
1000g	NA19315	LWK	AFR
1000g	HG03804	BEB	SAS
1000g	NA19327	LWK	AFR
1000g	NA19394	LWK	AFR
1000g	HG03809	BEB	SAS
1000g	NA19334	LWK	AFR
1000g	NA19399	LWK	AFR
1000g	NA19438	LWK	AFR
1000g	HG03816	BEB	SAS
1000g	NA20502	TSI	EUR
1000g	NA19440	LWK	AFR
1000g	HG03905	BEB	SAS
1000g	NA20507	TSI	EUR
1000g	NA19445	LWK	AFR
1000g	HG03917	BEB	SAS
1000g	NA20514	TSI	EUR
1000g	NA19452	LWK	AFR
1000g	NA20519	TSI	EUR
1000g	NA19457	LWK	AFR
1000g	HG03929	BEB	SAS
1000g	NA20521	TSI	EUR
1000g	NA19755	MXL	AMR
1000g	HG03885	STU	SAS
1000g	NA19762	MXL	AMR
1000g	HG03897	STU	SAS
1000g	NA20533	TSI	EUR
1000g	NA19774	MXL	AMR
1000g	HG03900	STU	SAS
1000g	NA20538	TSI	EUR
1000g	NA19779	MXL	AMR
1000g	HG03854	STU	SAS
1000g	NA20540	TSI	EUR
1000g	NA19781	MXL	AMR
1000g	HG03861	ITU	SAS
1000g	NA20588	TSI	EUR
1000g	NA19786	MXL	AMR
1000g	HG03866	ITU	SAS
1000g	NA20754	TSI	EUR
1000g	HG03873	ITU	SAS
1000g	NA20759	TSI	EUR
1000g	NA19346	LWK	AFR
1000g	NA07345	CEU	EUR
1000g	NA19360	LWK	AFR
1000g	NA07357	CEU	EUR
1000g	NA19372	LWK	AFR
1000g	NA20334	ASW	AFR
1000g	NA10831	CEU	EUR
1000g	NA19377	LWK	AFR
1000g	NA21142	GIH	SAS
1000g	NA10836	CEU	EUR
1000g	NA19384	LWK	AFR
1000g	NA10843	CEU	EUR
1000g	NA19391	LWK	AFR
1000g	NA19404	LWK	AFR
1000g	NA06986	CEU	EUR
1000g	NA19428	LWK	AFR
1000g	NA06993	CEU	EUR
1000g	NA19430	LWK	AFR
1000g	HG04042	STU	SAS
1000g	NA19435	LWK	AFR
1000g	HG04047	STU	SAS
1000g	NA19454	LWK	AFR
1000g	HG04054	ITU	SAS
1000g	NA19461	LWK	AFR
1000g	HG04059	ITU	SAS
1000g	NA19466	LWK	AFR
1000g	HG04061	ITU	SAS
1000g	NA19473	LWK	AFR
1000g	HG04080	ITU	SAS
1000g	NA19625	ASW	AFR
1000g	HG04148	BEB	SAS
1000g	NA19649	MXL	AMR
1000g	NA20904	GIH	SAS
1000g	HG04150	BEB	SAS
1000g	NA19651	MXL	AMR
1000g	HG04155	BEB	SAS
1000g	NA19656	MXL	AMR
1000g	NA20911	GIH	SAS
1000g	HG04162	BEB	SAS
1000g	NA19663	MXL	AMR
1000g	NA21089	GIH	SAS
1000g	HG04174	BEB	SAS
1000g	NA19670	MXL	AMR
1000g	NA21091	GIH	SAS
1000g	NA19788	MXL	AMR
1000g	NA20884	GIH	SAS
1000g	HG04186	BEB	SAS
1000g	NA19790	MXL	AMR
1000g	NA20889	GIH	SAS
1000g	HG04193	BEB	SAS
1000g	NA19795	MXL	AMR
1000g	NA20891	GIH	SAS
1000g	HG04100	STU	SAS
1000g	NA19834	ASW	AFR
1000g	NA20896	GIH	SAS
1000g	HG04131	BEB	SAS
1000g	NA19904	ASW	AFR
1000g	NA21116	GIH	SAS
1000g	HG04136	BEB	SAS
1000g	NA19909	ASW	AFR
1000g	NA21123	GIH	SAS
1000g	HG04198	ITU	SAS
1000g	NA19916	ASW	AFR
1000g	NA21128	GIH	SAS
1000g	HG04206	ITU	SAS
1000g	NA19923	ASW	AFR
1000g	NA21130	GIH	SAS
1000g	HG04225	ITU	SAS
1000g	NA21135	GIH	SAS
1000g	HG03967	ITU	SAS
1000g	NA20127	ASW	AFR
1000g	NA20858	GIH	SAS
1000g	HG03974	ITU	SAS
1000g	NA19675	MXL	AMR
1000g	NA20872	GIH	SAS
1000g	HG03986	STU	SAS
1000g	NA19682	MXL	AMR
1000g	NA20877	GIH	SAS
1000g	HG03998	STU	SAS
1000g	NA19702	ASW	AFR
1000g	NA21104	GIH	SAS
1000g	HG04023	ITU	SAS
1000g	NA19707	ASW	AFR
1000g	NA21109	GIH	SAS
1000g	HG04035	STU	SAS
1000g	NA21111	GIH	SAS
1000g	NA18486	YRI	AFR
1000g	NA19719	MXL	AMR
1000g	NA18498	YRI	AFR
1000g	NA19721	MXL	AMR
1000g	NA18501	YRI	AFR
1000g	NA19726	MXL	AMR
1000g	NA18506	YRI	AFR
1000g	NA19733	MXL	AMR
1000g	NA18518	YRI	AFR
1000g	NA18520	YRI	AFR
1000g	NA19740	MXL	AMR
1000g	NA18525	CHB	EAS
1000g	NA19752	MXL	AMR
1000g	NA18532	CHB	EAS
1000g	NA19757	MXL	AMR
1000g	NA18537	CHB	EAS
1000g	NA19764	MXL	AMR
1000g	NA18544	CHB	EAS
1000g	NA19771	MXL	AMR
1000g	NA18549	CHB	EAS
1000g	NA19776	MXL	AMR
1000g	NA18563	CHB	EAS
1000g	NA19783	MXL	AMR
1000g	NA18570	CHB	EAS
1000g	NA20278	ASW	AFR
1000g	NA18582	CHB	EAS
1000g	NA18599	CHB	EAS
1000g	NA18602	CHB	EAS
1000g	NA18614	CHB	EAS
1000g	NA18619	CHB	EAS
1000g	NA18621	CHB	EAS
1000g	NA20317	ASW	AFR
1000g	NA18626	CHB	EAS
1000g	NA18633	CHB	EAS
1000g	NA18638	CHB	EAS
1000g	NA20348	ASW	AFR
1000g	NA18640	CHB	EAS
1000g	NA18645	CHB	EAS
1000g	NA20355	ASW	AFR
1000g	NA20362	ASW	AFR
1000g	NA18979	JPT	EAS
1000g	NA20761	TSI	EUR
1000g	NA18981	JPT	EAS
1000g	NA20766	TSI	EUR
1000g	NA18986	JPT	EAS
1000g	NA20773	TSI	EUR
1000g	NA18993	JPT	EAS
1000g	NA20778	TSI	EUR
1000g	NA18998	JPT	EAS
1000g	NA20785	TSI	EUR
1000g	NA19004	JPT	EAS
1000g	NA20792	TSI	EUR
1000g	NA19009	JPT	EAS
1000g	NA20797	TSI	EUR
1000g	NA19011	JPT	EAS
1000g	NA20800	TSI	EUR
1000g	NA19023	LWK	AFR
1000g	NA20805	TSI	EUR
1000g	NA19028	LWK	AFR
1000g	NA20812	TSI	EUR
1000g	NA19030	LWK	AFR
1000g	NA19035	LWK	AFR
1000g	NA19042	LWK	AFR
1000g	NA21137	GIH	SAS
1000g	NA19054	JPT	EAS
1000g	NA21144	GIH	SAS
1000g	NA19059	JPT	EAS
1000g	NA19066	JPT	EAS
1000g	NA19078	JPT	EAS
1000g	NA19080	JPT	EAS
1000g	NA20874	GIH	SAS
1000g	NA19085	JPT	EAS
1000g	NA19092	YRI	AFR
1000g	NA20881	GIH	SAS
1000g	NA19097	YRI	AFR
1000g	NA20886	GIH	SAS
1000g	NA19100	YRI	AFR
1000g	NA12154	CEU	EUR
1000g	NA20901	GIH	SAS
1000g	NA12248	CEU	EUR
1000g	NA20906	GIH	SAS
1000g	NA12274	CEU	EUR
1000g	NA21086	GIH	SAS
1000g	NA12286	CEU	EUR
1000g	NA12344	CEU	EUR
1000g	NA12399	CEU	EUR
1000g	NA12414	CEU	EUR
1000g	NA12546	CEU	EUR
1000g	NA21113	GIH	SAS
1000g	NA12717	CEU	EUR
1000g	NA21118	GIH	SAS
1000g	NA12748	CEU	EUR
1000g	NA21120	GIH	SAS
1000g	NA12750	CEU	EUR
1000g	NA21125	GIH	SAS
1000g	NA12762	CEU	EUR
1000g	NA21093	GIH	SAS
1000g	NA12767	CEU	EUR
1000g	NA21098	GIH	SAS
1000g	NA12801	CEU	EUR
1000g	NA21101	GIH	SAS
1000g	NA12813	CEU	EUR
1000g	NA21106	GIH	SAS
1000g	NA12818	CEU	EUR
1000g	NA20850	GIH	SAS
1000g	NA12832	CEU	EUR
1000g	NA20862	GIH	SAS
1000g	NA12875	CEU	EUR
1000g	NA20867	GIH	SAS
1000g	NA18912	YRI	AFR
1000g	NA18917	YRI	AFR
1000g	NA18924	YRI	AFR
1000g	NA18943	JPT	EAS
1000g	NA18948	JPT	EAS
1000g	NA18950	JPT	EAS
1000g	NA18962	JPT	EAS
1000g	NA18967	JPT	EAS
1000g	NA18974	JPT	EAS
1000g	NA10855	CEU	EUR
1000g	NA11839	CEU	EUR
1000g	NA11891	CEU	EUR
1000g	NA11930	CEU	EUR
1000g	NA11992	CEU	EUR
1000g	NA12003	CEU	EUR
1000g	NA12046	CEU	EUR
1000g	NA12058	CEU	EUR
1000g	NA18854	YRI	AFR
1000g	NA18859	YRI	AFR
1000g	NA18861	YRI	AFR
1000g	NA18873	YRI	AFR
1000g	NA18878	YRI	AFR
1000g	NA19472	LWK	AFR
1000g	NA19648	MXL	AMR
1000g	NA19650	MXL	AMR
1000g	NA19655	MXL	AMR
1000g	NA19662	MXL	AMR
1000g	NA19679	MXL	AMR
1000g	NA19681	MXL	AMR
1000g	NA19249	YRI	AFR
1000g	NA19256	YRI	AFR
1000g	NA19307	LWK	AFR
1000g	NA19314	LWK	AFR
1000g	NA19319	LWK	AFR
1000g	NA19321	LWK	AFR
1000g	NA19338	LWK	AFR
1000g	NA19376	LWK	AFR
1000g	NA19686	MXL	AMR
1000g	NA19701	ASW	AFR
1000g	NA19713	ASW	AFR
1000g	NA19718	MXL	AMR
1000g	NA19720	MXL	AMR
1000g	NA19725	MXL	AMR
1000g	NA19732	MXL	AMR
1000g	NA19749	MXL	AMR
1000g	NA19174	YRI	AFR
1000g	NA19186	YRI	AFR
1000g	NA19198	YRI	AFR
1000g	NA19201	YRI	AFR
1000g	NA19206	YRI	AFR
1000g	NA19213	YRI	AFR
1000g	NA19225	YRI	AFR
1000g	NA19237	YRI	AFR
1000g	NA19383	LWK	AFR
1000g	NA19390	LWK	AFR
1000g	NA19395	LWK	AFR
1000g	NA19403	LWK	AFR
1000g	NA19434	LWK	AFR
1000g	NA19439	LWK	AFR
1000g	NA19446	LWK	AFR
1000g	NA19117	YRI	AFR
1000g	NA19129	YRI	AFR
1000g	NA19131	YRI	AFR
1000g	NA19143	YRI	AFR
1000g	NA19148	YRI	AFR
1000g	NA19150	YRI	AFR
1000g	NA19751	MXL	AMR
1000g	NA19756	MXL	AMR
1000g	NA19763	MXL	AMR
1000g	NA19770	MXL	AMR
1000g	NA19775	MXL	AMR
1000g	NA19782	MXL	AMR
1000g	NA19787	MXL	AMR
1000g	NA19794	MXL	AMR
1000g	NA19819	ASW	AFR
1000g	NA19908	ASW	AFR
1000g	NA19922	ASW	AFR
1000g	NA19984	ASW	AFR
1000g	NA20126	ASW	AFR
1000g	NA20289	ASW	AFR
1000g	NA20291	ASW	AFR
1000g	NA20296	ASW	AFR
1000g	NA20513	TSI	EUR
1000g	NA20518	TSI	EUR
1000g	NA20520	TSI	EUR
1000g	NA20525	TSI	EUR
1000g	NA20532	TSI	EUR
1000g	NA20544	TSI	EUR
1000g	NA20582	TSI	EUR
1000g	NA20587	TSI	EUR
1000g	NA20753	TSI	EUR
1000g	NA20758	TSI	EUR
1000g	NA20760	TSI	EUR
1000g	NA20765	TSI	EUR
1000g	NA20772	TSI	EUR
1000g	NA21143	GIH	SAS
1000g	NA20796	TSI	EUR
1000g	NA20804	TSI	EUR
1000g	NA20809	TSI	EUR
1000g	NA20811	TSI	EUR
1000g	NA20828	TSI	EUR
1000g	NA20847	GIH	SAS
1000g	NA20854	GIH	SAS
1000g	NA20342	ASW	AFR
1000g	NA20359	ASW	AFR
1000g	NA20412	ASW	AFR
1000g	NA20506	TSI	EUR
1000g	NA20859	GIH	SAS
1000g	NA20861	GIH	SAS
1000g	NA20866	GIH	SAS
1000g	NA20878	GIH	SAS
1000g	NA20885	GIH	SAS
1000g	NA20892	GIH	SAS
1000g	NA20897	GIH	SAS
1000g	NA21097	GIH	SAS
1000g	NA21100	GIH	SAS
1000g	NA21105	GIH	SAS
1000g	NA21112	GIH	SAS
1000g	NA20900	GIH	SAS
1000g	NA20905	GIH	SAS
1000g	NA21092	GIH	SAS
1000g	NA21117	GIH	SAS
1000g	NA21124	GIH	SAS
1000g	NA21129	GIH	SAS
1000g	NA12236	CEU	EUR
