project	sample	accession	center	platform	instrument	library	layout	description	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_r1	fastq_r2
PRJEB29142	EGY01	ERR2868217	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	EGY01	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	9ca24fb18149555017b6c96ae5373568	414065f3e53df13c2c00144fd9c0367f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/007/ERR2868217/ERR2868217_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/007/ERR2868217/ERR2868217_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868217_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868217_r2.fastq.gz
PRJEB29142	EGY02	ERR2868218	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	EGY02	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	ab90449fd9ae9e576397d5db67c0d44c	c40a5b35298bb7e2239afea26927278d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/008/ERR2868218/ERR2868218_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/008/ERR2868218/ERR2868218_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868218_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868218_r2.fastq.gz
PRJEB29142	IRQ01	ERR2868219	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	IRQ01	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	f7bdd7e839f03ce6c6cf2cdb1bf0c10d	730c3b9a04ce44a31c8832ae552b3911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/009/ERR2868219/ERR2868219_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/009/ERR2868219/ERR2868219_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868219_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868219_r2.fastq.gz
PRJEB29142	IRQ02	ERR2868220	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	IRQ02	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	ea2daf1e8d6ab034c1f1ab9ded1c1f03	3bea12925c13ea288fdb14bdece8f5d1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/000/ERR2868220/ERR2868220_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/000/ERR2868220/ERR2868220_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868220_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868220_r2.fastq.gz
PRJEB29142	LIB01	ERR2868221	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	LIB01	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	07e521e6df86f0af1f3da7f9c18904f0	c961d4b790495307406e81eac252e42f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/001/ERR2868221/ERR2868221_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/001/ERR2868221/ERR2868221_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868221_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868221_r2.fastq.gz
PRJEB29142	LIB02	ERR2868222	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	LIB02	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	607c1593cd3d9049a3656d339fea1d3c	8c32ef19cb3d141b6b37f3f4af828c48	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/002/ERR2868222/ERR2868222_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/002/ERR2868222/ERR2868222_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868222_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868222_r2.fastq.gz
PRJEB29142	MOR01	ERR2868223	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	MOR01	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	a67789ea5ef0bbad8ba0f9f8a045fb45	845c73f4e9c712960c455ca764f985a3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/003/ERR2868223/ERR2868223_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/003/ERR2868223/ERR2868223_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868223_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868223_r2.fastq.gz
PRJEB29142	MOR02	ERR2868224	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	MOR02	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	1d3592ed454c254d9e8ca96bd529edda	e69643b8eba752c456019e910c05fa83	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/004/ERR2868224/ERR2868224_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/004/ERR2868224/ERR2868224_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868224_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868224_r2.fastq.gz
PRJEB29142	SAH	ERR2868225	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	SAH	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	7f60f114fd238d2430eb1d666f877184	67ff10560fdee69ba3760f5a34446f65	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/005/ERR2868225/ERR2868225_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/005/ERR2868225/ERR2868225_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868225_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868225_r2.fastq.gz
PRJEB29142	TUN01	ERR2868226	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	TUN01	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	7b2fc385949a471388b966694826d24c	61207ce4018c488d112637cceb1c4141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/006/ERR2868226/ERR2868226_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/006/ERR2868226/ERR2868226_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868226_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868226_r2.fastq.gz
PRJEB29142	TUN02	ERR2868227	INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF)	ILLUMINA	Illumina HiSeq 2000	TUN02	PAIRED	We analyze North African whole-genome sequences and use other current and ancient data in order to characterize its internal diversity, population structure, gene flow, and population continuity	1ccd4efde23975b7fdaa95cf66104b0f	9964607ed6f08cc27fad989e86d86a20	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/007/ERR2868227/ERR2868227_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/007/ERR2868227/ERR2868227_2.fastq.gz	data/source/PRJEB29142/fastq/ERR2868227_r1.fastq.gz	data/source/PRJEB29142/fastq/ERR2868227_r2.fastq.gz
