#CRAM	CRAM_MD5	CRAI	CRAI_MD5	BAS	BAS_MD5	Sample	Population
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yakut/SAMEA3302802/alignment/SAMEA3302802.alt_bwamem_GRCh38DH.20200922.Yakut.simons.cram	72b21fb582abe6a93d4e20613ad67366	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yakut/SAMEA3302802/alignment/SAMEA3302802.alt_bwamem_GRCh38DH.20200922.Yakut.simons.cram.crai	077f9a63daa47af1f11cb3f0a448c6e7	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yakut/SAMEA3302802/alignment/SAMEA3302802.alt_bwamem_GRCh38DH.20200922.Yakut.simons.bam.bas	e4e1b1819e886e335644ab5d90f42f84	HGDP00951	Yakut in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yakut/SAMEA3302706/alignment/SAMEA3302706.alt_bwamem_GRCh38DH.20200922.Yakut.simons.cram	f57c0325d71653520a53df0f117a7a6e	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yakut/SAMEA3302706/alignment/SAMEA3302706.alt_bwamem_GRCh38DH.20200922.Yakut.simons.cram.crai	41d15775a32e5c7b825849fb2b97f6e9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yakut/SAMEA3302706/alignment/SAMEA3302706.alt_bwamem_GRCh38DH.20200922.Yakut.simons.bam.bas	cb327ed6e52f76b68ad2ab4a60e9192c	HGDP00956	Yakut in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Sindhi/SAMEA3302815/alignment/SAMEA3302815.alt_bwamem_GRCh38DH.20200922.Sindhi.simons.cram	9a3a9eef115abdbbde292f41553ff326	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Sindhi/SAMEA3302815/alignment/SAMEA3302815.alt_bwamem_GRCh38DH.20200922.Sindhi.simons.cram.crai	97c45a3e8a7c8527798e6610ba603133	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Sindhi/SAMEA3302815/alignment/SAMEA3302815.alt_bwamem_GRCh38DH.20200922.Sindhi.simons.bam.bas	547c65539588be25db2835cfa380ad2d	HGDP00208	Sindhi in Pakistan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Sindhi/SAMEA3302685/alignment/SAMEA3302685.alt_bwamem_GRCh38DH.20200922.Sindhi.simons.cram	1fe848c3125cad84e52ea967de19045a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Sindhi/SAMEA3302685/alignment/SAMEA3302685.alt_bwamem_GRCh38DH.20200922.Sindhi.simons.cram.crai	673ee26a834c26706da1b09f55479fbe	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Sindhi/SAMEA3302685/alignment/SAMEA3302685.alt_bwamem_GRCh38DH.20200922.Sindhi.simons.bam.bas	e54993b618e09c8b8e379417db7e5998	HGDP00195	Sindhi in Pakistan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mende/SAMEA3302647/alignment/SAMEA3302647.alt_bwamem_GRCh38DH.20200922.Mende.simons.cram	1ec30be791e5a889dd047298d48103f3	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mende/SAMEA3302647/alignment/SAMEA3302647.alt_bwamem_GRCh38DH.20200922.Mende.simons.cram.crai	72fb380d773c6f16687b9024894e36f5	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mende/SAMEA3302647/alignment/SAMEA3302647.alt_bwamem_GRCh38DH.20200922.Mende.simons.bam.bas	b20cc6823df60d9fb8b93aca39c242bc	HG03078	Mende in Sierra Leone (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mende/SAMEA3302748/alignment/SAMEA3302748.alt_bwamem_GRCh38DH.20200922.Mende.simons.cram	afd7e9380601ce09fb99f3d9c70d7bc1	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mende/SAMEA3302748/alignment/SAMEA3302748.alt_bwamem_GRCh38DH.20200922.Mende.simons.cram.crai	14d381626ccabefb634e1643818fefa7	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mende/SAMEA3302748/alignment/SAMEA3302748.alt_bwamem_GRCh38DH.20200922.Mende.simons.bam.bas	6a2b7406b8cc787950c4233d4ecd4210	HG03085	Mende in Sierra Leone (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302668/alignment/SAMEA3302668.alt_bwamem_GRCh38DH.20200922.Dinka.simons.cram	87cd46da1a77b327f8cd14a6218e34fa	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302668/alignment/SAMEA3302668.alt_bwamem_GRCh38DH.20200922.Dinka.simons.cram.crai	b8e1d3bd739ceb730dec56c34c905365	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302668/alignment/SAMEA3302668.alt_bwamem_GRCh38DH.20200922.Dinka.simons.bam.bas	6a3942889e58e408f372c52b684b3f8d	DNK05	Dinka in Sudan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302792/alignment/SAMEA3302792.alt_bwamem_GRCh38DH.20200922.Dinka.simons.cram	63f4450ba7305f6600c858d1d288c7dc	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302792/alignment/SAMEA3302792.alt_bwamem_GRCh38DH.20200922.Dinka.simons.cram.crai	4f5cf9f21d9d2ad59a32ec38b987c8f8	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302792/alignment/SAMEA3302792.alt_bwamem_GRCh38DH.20200922.Dinka.simons.bam.bas	f650924382ec10bbe3b111d8474afca8	DNK11	Dinka in Sudan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302733/alignment/SAMEA3302733.alt_bwamem_GRCh38DH.20200922.Dinka.simons.cram	50e04c34cd630dc95a3141f391e4bbc3	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302733/alignment/SAMEA3302733.alt_bwamem_GRCh38DH.20200922.Dinka.simons.cram.crai	0ac6b66335d4f9cd11e042d30c698e01	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Dinka/SAMEA3302733/alignment/SAMEA3302733.alt_bwamem_GRCh38DH.20200922.Dinka.simons.bam.bas	76ad4bb69dc247506b00ebd2b3dcaa59	DNK07	Dinka in Sudan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Masai/SAMEA3302687/alignment/SAMEA3302687.alt_bwamem_GRCh38DH.20200922.Masai.simons.cram	0cc5592511d74f7ac3e15d2fb30c0e26	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Masai/SAMEA3302687/alignment/SAMEA3302687.alt_bwamem_GRCh38DH.20200922.Masai.simons.cram.crai	4a5107879080854adc7c7078dafda206	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Masai/SAMEA3302687/alignment/SAMEA3302687.alt_bwamem_GRCh38DH.20200922.Masai.simons.bam.bas	9edb1039d0a4feba4081aa98a664f35f	NA21581	Masai in Kenya (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Masai/SAMEA3302814/alignment/SAMEA3302814.alt_bwamem_GRCh38DH.20200922.Masai.simons.cram	5425bac33fb61848b9534c12e111870f	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Masai/SAMEA3302814/alignment/SAMEA3302814.alt_bwamem_GRCh38DH.20200922.Masai.simons.cram.crai	ab957a12ba469070c7fb3c1b8c8480ca	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Masai/SAMEA3302814/alignment/SAMEA3302814.alt_bwamem_GRCh38DH.20200922.Masai.simons.bam.bas	8de254ca919f1fd1407f69cc03ef4f45	NA21490	Masai in Kenya (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Aleut/SAMEA3302773/alignment/SAMEA3302773.alt_bwamem_GRCh38DH.20200922.Aleut.simons.cram	a752e71fd93d891de24095a8ad0da3d0	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Aleut/SAMEA3302773/alignment/SAMEA3302773.alt_bwamem_GRCh38DH.20200922.Aleut.simons.cram.crai	cae2060988c8776a388921cca640b330	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Aleut/SAMEA3302773/alignment/SAMEA3302773.alt_bwamem_GRCh38DH.20200922.Aleut.simons.bam.bas	f670e7e9bd08e0e248eb83c62f86faec	Ale22	Aleut in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Aleut/SAMEA3302642/alignment/SAMEA3302642.alt_bwamem_GRCh38DH.20200922.Aleut.simons.cram	cf4b14085d1f0ea0baf245d6d543cdbd	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Aleut/SAMEA3302642/alignment/SAMEA3302642.alt_bwamem_GRCh38DH.20200922.Aleut.simons.cram.crai	1a4efdb0a7e6fd8ddd28034e0f16fb91	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Aleut/SAMEA3302642/alignment/SAMEA3302642.alt_bwamem_GRCh38DH.20200922.Aleut.simons.bam.bas	0a5579b666fa50325274115294033247	Ale20	Aleut in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Eskimo_Sireniki/SAMEA3302670/alignment/SAMEA3302670.alt_bwamem_GRCh38DH.20200922.Eskimo_Sireniki.simons.cram	36a80b407b4e8f01b5f5eb45de6d905b	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Eskimo_Sireniki/SAMEA3302670/alignment/SAMEA3302670.alt_bwamem_GRCh38DH.20200922.Eskimo_Sireniki.simons.cram.crai	db60845abcf446786e003ebb174ab361	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Eskimo_Sireniki/SAMEA3302670/alignment/SAMEA3302670.alt_bwamem_GRCh38DH.20200922.Eskimo_Sireniki.simons.bam.bas	8867c1e350a2079e7fd687a133bb185a	Sir26	Eskimo Sireniki in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Eskimo_Sireniki/SAMEA3302641/alignment/SAMEA3302641.alt_bwamem_GRCh38DH.20200922.Eskimo_Sireniki.simons.cram	d82982b03ca7663f300f3deceecdd05b	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Eskimo_Sireniki/SAMEA3302641/alignment/SAMEA3302641.alt_bwamem_GRCh38DH.20200922.Eskimo_Sireniki.simons.cram.crai	279a0d5a4e3bd8c98d482c50b0b3b647	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Eskimo_Sireniki/SAMEA3302641/alignment/SAMEA3302641.alt_bwamem_GRCh38DH.20200922.Eskimo_Sireniki.simons.bam.bas	14882f7f65d14389c71e5c28d646c03a	Sir40	Eskimo Sireniki in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kusunda/SAMEA3302911/alignment/SAMEA3302911.alt_bwamem_GRCh38DH.20200922.Kusunda.simons.cram	7f3725272e71a1e19a6c12b8426f9608	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kusunda/SAMEA3302911/alignment/SAMEA3302911.alt_bwamem_GRCh38DH.20200922.Kusunda.simons.cram.crai	b618cd12c1e88bbf8085edc6ed5d6dba	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kusunda/SAMEA3302911/alignment/SAMEA3302911.alt_bwamem_GRCh38DH.20200922.Kusunda.simons.bam.bas	dcc0e643df73240124b938228936fc52	Kusunda15	Kusunda in Nepal (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kusunda/SAMEA3302819/alignment/SAMEA3302819.alt_bwamem_GRCh38DH.20200922.Kusunda.simons.cram	4852dbd1f741bdfb6197a76b367cbcac	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kusunda/SAMEA3302819/alignment/SAMEA3302819.alt_bwamem_GRCh38DH.20200922.Kusunda.simons.cram.crai	1a184d3b99365b792e242e8e51d1faa3	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kusunda/SAMEA3302819/alignment/SAMEA3302819.alt_bwamem_GRCh38DH.20200922.Kusunda.simons.bam.bas	63ee9a74378762a7eb2e612c00ddefd3	Kusunda02	Kusunda in Nepal (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kinh/SAMEA3302613/alignment/SAMEA3302613.alt_bwamem_GRCh38DH.20200922.Kinh.simons.cram	bfee8f6b6c7d0dd3ce2b42cdeb215668	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kinh/SAMEA3302613/alignment/SAMEA3302613.alt_bwamem_GRCh38DH.20200922.Kinh.simons.cram.crai	48e7e698a0c50b8efa8444e0d1956608	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kinh/SAMEA3302613/alignment/SAMEA3302613.alt_bwamem_GRCh38DH.20200922.Kinh.simons.bam.bas	9e79ca7e67caf594c5a691f4a668401b	HG01600	Kinh in Vietnam (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kinh/SAMEA3302812/alignment/SAMEA3302812.alt_bwamem_GRCh38DH.20200922.Kinh.simons.cram	2654ef0fc7e48c58718d5264f4447024	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kinh/SAMEA3302812/alignment/SAMEA3302812.alt_bwamem_GRCh38DH.20200922.Kinh.simons.cram.crai	c55960314fbd84c047d13e5980e7ed22	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Kinh/SAMEA3302812/alignment/SAMEA3302812.alt_bwamem_GRCh38DH.20200922.Kinh.simons.bam.bas	3475762950d773ed130cedd6e206d922	HG01846	Kinh in Vietnam (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Brahui/SAMEA3302782/alignment/SAMEA3302782.alt_bwamem_GRCh38DH.20200922.Brahui.simons.cram	f9c85e7b0cebc9ba9724f1b3bef55615	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Brahui/SAMEA3302782/alignment/SAMEA3302782.alt_bwamem_GRCh38DH.20200922.Brahui.simons.cram.crai	738d68dbe8785132bbaedfab5d13d7d4	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Brahui/SAMEA3302782/alignment/SAMEA3302782.alt_bwamem_GRCh38DH.20200922.Brahui.simons.bam.bas	45f11d866a44dd20a31597e963a9d3fc	HGDP00027	Brahui in Pakistan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Brahui/SAMEA3302677/alignment/SAMEA3302677.alt_bwamem_GRCh38DH.20200922.Brahui.simons.cram	39dfa94753bf45c63326a558fc880b4a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Brahui/SAMEA3302677/alignment/SAMEA3302677.alt_bwamem_GRCh38DH.20200922.Brahui.simons.cram.crai	a29a425e7f1e523fa4aa3e906a1d285c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Brahui/SAMEA3302677/alignment/SAMEA3302677.alt_bwamem_GRCh38DH.20200922.Brahui.simons.bam.bas	59033852a3e14f77b4f975c88596bcc5	HGDP00019	Brahui in Pakistan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/BantuTswana/SAMEA3302849/alignment/SAMEA3302849.alt_bwamem_GRCh38DH.20200922.BantuTswana.simons.cram	808da62dbf3e23fa0f272f0fc61140dc	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/BantuTswana/SAMEA3302849/alignment/SAMEA3302849.alt_bwamem_GRCh38DH.20200922.BantuTswana.simons.cram.crai	a9a1bbc89e04c1f6b4d6e9559ac0b70d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/BantuTswana/SAMEA3302849/alignment/SAMEA3302849.alt_bwamem_GRCh38DH.20200922.BantuTswana.simons.bam.bas	c363a765409fff1e8910d2982db6fb89	HGDP01034	Bantu Tswana in Botswana Or Namibia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/BantuTswana/SAMEA3302630/alignment/SAMEA3302630.alt_bwamem_GRCh38DH.20200922.BantuTswana.simons.cram	72891d1863a7663e2be7bff8eb8eb684	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/BantuTswana/SAMEA3302630/alignment/SAMEA3302630.alt_bwamem_GRCh38DH.20200922.BantuTswana.simons.cram.crai	395de027ca41283a7e635d921bd43067	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/BantuTswana/SAMEA3302630/alignment/SAMEA3302630.alt_bwamem_GRCh38DH.20200922.BantuTswana.simons.bam.bas	26337cfa3e8391afd248798e15776355	HGDP01030	Bantu Tswana in Botswana Or Namibia (SGDP)
