source	sample	sex	population	population_name	population_desc	superpopulation	superpopulation_name	latitude	longitude
sgdp	HGDP01076	male	SRD	Sardinian	Sardinian in Italy	EUR	European Ancestry	40	9
sgdp	HGDP01078	female	SRD	Sardinian	Sardinian in Italy	EUR	European Ancestry	40	9
sgdp	HGDP01079	male	SRD	Sardinian	Sardinian in Italy	EUR	European Ancestry	40	9
sgdp	HGDP01095	male	TUJ	Tujia	Tujia in China	EAS	East Asian Ancestry	29	109
sgdp	HGDP01098	female	TUJ	Tujia	Tujia in China	EAS	East Asian Ancestry	29	109
sgdp	HGDP01153	male	BRG	Bergamo	Bergamo in Italy(Bergamo)	WEA	West Eurasian Ancestry	46	10
sgdp	HGDP01163	male	TSC	Tuscan	Tuscan in Italy	EUR	European Ancestry	43	11
sgdp	HGDP01168	female	TSC	Tuscan	Tuscan in Italy	EUR	European Ancestry	43	11
sgdp	HGDP01172	female	BRG	Bergamo	Bergamo in Italy(Bergamo)	WEA	West Eurasian Ancestry	46	10
sgdp	HGDP01179	male	YI	Yi	Yi in China	EAS	East Asian Ancestry	28	103
sgdp	HGDP01188	female	YI	Yi	Yi in China	EAS	East Asian Ancestry	28	103
sgdp	HGDP01191	male	MIA	Miao	Miao in China	EAS	East Asian Ancestry	28	109
sgdp	HGDP01198	female	MIA	Miao	Miao in China	EAS	East Asian Ancestry	28	109
sgdp	HGDP01199	male	MND	Mandenka	Mandenka in Senegal	AFR	African Ancestry	12	-12
sgdp	HGDP01203	male	ORQ	Oroqen	Oroqen in China	EAS	East Asian Ancestry	50.4	126.5
sgdp	HGDP01211	female	ORQ	Oroqen	Oroqen in China	EAS	East Asian Ancestry	50.4	126.5
sgdp	HGDP01215	female	DAR	Daur	Daur in China	EAS	East Asian Ancestry	48.5	124
sgdp	HGDP01223	female	MGA	Mongola	Mongola in China	CAS	Central Asian and Siberian Ancestry	45	111
sgdp	HGDP01228	male	MGA	Mongola	Mongola in China	CAS	Central Asian and Siberian Ancestry	45	111
sgdp	HGDP01240	male	HZH	Hezhen	Hezhen in China	EAS	East Asian Ancestry	47.5	133.5
sgdp	HGDP01242	female	HZH	Hezhen	Hezhen in China	EAS	East Asian Ancestry	47.5	133.5
sgdp	HGDP01246	male	XIB	Xibo	Xibo in China	EAS	East Asian Ancestry	43.5	81.5
sgdp	HGDP01250	male	XIB	Xibo	Xibo in China	EAS	East Asian Ancestry	43.5	81.5
sgdp	HGDP01253	male	MZB	Mozabite	Mozabite in Mzab, Algeria	MEA	Middle Eastern Ancestry	32	3
sgdp	HGDP01274	female	MZB	Mozabite	Mozabite in Mzab, Algeria	MEA	Middle Eastern Ancestry	32	3
sgdp	HGDP01286	male	MND	Mandenka	Mandenka in Senegal	AFR	African Ancestry	12	-12
sgdp	HGDP01297	male	UYG	Uygur	Uygur in China	CSA	Central and South Asian Ancestry	44	81
sgdp	HGDP01306	female	UYG	Uygur	Uygur in China	CSA	Central and South Asian Ancestry	44	81
sgdp	HGDP01308	male	DAI	Dai	Dai in China	EAS	East Asian Ancestry	21	100
sgdp	HGDP01312	male	DAI	Dai	Dai in China	EAS	East Asian Ancestry	21	100
sgdp	HGDP01314	female	DAI	Dai	Dai in China	EAS	East Asian Ancestry	21	100
sgdp	HGDP01315	female	DAI	Dai	Dai in China	EAS	East Asian Ancestry	21	100
sgdp	HGDP01320	male	LAH	Lahu	Lahu in China	EAS	East Asian Ancestry	22	100
sgdp	HGDP01323	female	LAH	Lahu	Lahu in China	EAS	East Asian Ancestry	22	100
sgdp	HGDP01333	male	SHE	She	She in China	EAS	East Asian Ancestry	27	119
sgdp	HGDP01335	female	SHE	She	She in China	EAS	East Asian Ancestry	27	119
sgdp	HGDP01338	male	NAX	Naxi	Naxi in China	EAS	East Asian Ancestry	26	100
sgdp	HGDP01344	male	NAX	Naxi	Naxi in China	EAS	East Asian Ancestry	26	100
sgdp	HGDP01345	female	NAX	Naxi	Naxi in China	EAS	East Asian Ancestry	26	100
sgdp	HGDP01350	male	TU	Tu	Tu in China	EAS	East Asian Ancestry	36	101
sgdp	HGDP01355	female	TU	Tu	Tu in China	EAS	East Asian Ancestry	36	101
sgdp	HGDP01364	male	BSQ	Basque	Basque in France	EUR	European Ancestry	43	0
sgdp	HGDP01365	female	BSQ	Basque	Basque in France	EUR	European Ancestry	43	0
sgdp	HGDP01401	female	ADY	Adygei	Adygei in Caucasus, Russia	EUR	European Ancestry	44	39
sgdp	HGDP01402	male	ADY	Adygei	Adygei in Caucasus, Russia	EUR	European Ancestry	44	39
sgdp	HGDP01414	female	BNK	Bantu Kenya	Bantu in Kenya	AFR	African Ancestry	-3	37
sgdp	HGDP01417	male	BNK	Bantu Kenya	Bantu in Kenya	AFR	African Ancestry	-3	37
sgdp	I1	male	IRL	Irula	Irula in India	SAS	South Asian Ancestry	13.5	80
sgdp	I3	male	IRL	Irula	Irula in India	SAS	South Asian Ancestry	13.5	80
sgdp	Igor20	female	IGR	Igorot	Igorot in Philippines	OCE	Oceanian Ancestry	17.1	121
sgdp	Igor21	male	IGR	Igorot	Igorot in Philippines	OCE	Oceanian Ancestry	17.1	121
sgdp	IHW9118	female	AST	Australian	Australian in Australia	OCE	Oceanian Ancestry	-13	143
sgdp	IHW9193	male	AST	Australian	Australian in Australia	OCE	Oceanian Ancestry	-13	143
sgdp	iran11	male	IRN	Iranian	Iranian in Iran	WEA	West Eurasian Ancestry	35.6	51.5
sgdp	iran17	male	IRN	Iranian	Iranian in Iran	WEA	West Eurasian Ancestry	35.6	51.5
sgdp	IraqiJew1771	female	IRJ	Iraqi Jew	Iraqi Jew in Iraq	WEA	West Eurasian Ancestry	33.3	44.4
sgdp	IraqiJew4291	male	IRJ	Iraqi Jew	Iraqi Jew in Iraq	WEA	West Eurasian Ancestry	33.3	44.4
sgdp	Jordan214	male	JRD	Jordanian	Jordanian in Jordan	WEA	West Eurasian Ancestry	32.1	35.9
sgdp	Jordan445	male	JRD	Jordanian	Jordanian in Jordan	WEA	West Eurasian Ancestry	32.1	35.9
sgdp	Jordan603	male	JRD	Jordanian	Jordanian in Jordan	WEA	West Eurasian Ancestry	32.1	35.9
sgdp	K1	male	KAP	Kapu	Kapu in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	K4	male	KAP	Kapu	Kapu in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	Kayseri23827	male	TRK	Turkish	Turkish in Turkey	WEA	West Eurasian Ancestry	38.7	35.5
sgdp	Kayseri24424	female	TRK	Turkish	Turkish in Turkey	WEA	West Eurasian Ancestry	38.7	35.5
sgdp	KD4	male	KHD	Khonda Dora	Khonda Dora in India	SAS	South Asian Ancestry	18.3	82.9
sgdp	Kor82	female	ITL	Itelman	Itelman in Russia	CAS	Central Asian and Siberian Ancestry	57	157
sgdp	Kusunda02	male	KSN	Kusunda	Kusunda in Nepal	SAS	South Asian Ancestry	28.072453	83.373633
sgdp	Kusunda15	male	KSN	Kusunda	Kusunda in Nepal	SAS	South Asian Ancestry	28.072453	83.373633
sgdp	lez42	male	LZG	Lezgin	Lezgin in Russia	WEA	West Eurasian Ancestry	42.1	48.2
sgdp	lez49	male	LZG	Lezgin	Lezgin in Russia	WEA	West Eurasian Ancestry	42.1	48.2
sgdp	M4	male	MDG	Madiga	Madiga in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	Mansi41	female	MNS	Mansi	Mansi in Russia	CAS	Central Asian and Siberian Ancestry	63.725	61.775
sgdp	Mansi79	male	MNS	Mansi	Mansi in Russia	CAS	Central Asian and Siberian Ancestry	63.725	61.775
sgdp	mg27	male	GRG	Georgian	Georgian in Georgia	WEA	West Eurasian Ancestry	42.5	41.9
sgdp	mg31	male	GRG	Georgian	Georgian in Georgia	WEA	West Eurasian Ancestry	42.5	41.9
sgdp	mixa0099	male	MXT	Mixtec	Mixtec in Mexico	AMR	American Ancestry	17	-97
sgdp	mixa0105	female	MXT	Mixtec	Mixtec in Mexico	AMR	American Ancestry	17	-97
sgdp	mixe0002	female	MIX	Mixe	Mixe in Mexico	AMR	American Ancestry	16.95	-96.58
sgdp	mixe0007	female	MIX	Mixe	Mixe in Mexico	AMR	American Ancestry	16.95	-96.58
sgdp	mixe0042	female	MIX	Mixe	Mixe in Mexico	AMR	American Ancestry	16.95	-96.58
sgdp	NA00726	female	KRN	Korean	Korean in Korea	EAS	East Asian Ancestry	37.6	127
sgdp	NA11200	male	QCH	Quechua	Quechua in Peru	AMR	American Ancestry	-13.5	-72
sgdp	NA11201	female	QCH	Quechua	Quechua in Peru	AMR	American Ancestry	-13.5	-72
sgdp	NA13604	male	ATY	Atayal	Atayal in Taiwan	EAS	East Asian Ancestry	24.611712	121.296444
sgdp	NA13607	male	AMI	Ami	Ami in Taiwan	EAS	East Asian Ancestry	22.843145	121.185356
sgdp	NA13616	male	AMI	Ami	Ami in Taiwan	EAS	East Asian Ancestry	22.843145	121.185356
sgdp	NA15202	male	HNG	Hungarian	Hungarian in Hungary	WEA	West Eurasian Ancestry	47.5	19.1
sgdp	NA15203	female	HNG	Hungarian	Hungarian in Hungary	WEA	West Eurasian Ancestry	47.5	19.1
sgdp	NA15728	male	CZC	Czech	Czech in Czechoslovakia(pre1989)	WEA	West Eurasian Ancestry	50.1	14.4
sgdp	NA15761	female	ICL	Icelandic	Icelandic in Iceland	WEA	West Eurasian Ancestry	64.1	-21.9
sgdp	NA15763	female	ICL	Icelandic	Icelandic in Iceland	WEA	West Eurasian Ancestry	64.1	-21.9
sgdp	NA17374	male	GRK	Greek	Greek in Greece	WEA	West Eurasian Ancestry	38	23.7
sgdp	NA17377	male	GRK	Greek	Greek in Greece	WEA	West Eurasian Ancestry	38	23.7
sgdp	NA17385	male	HWN	Hawaiian	Hawaiian in USA	OCE	Oceanian Ancestry	21.3	-157.8
sgdp	NA17386	male	MAR	Maori	Maori in New Zealand	OCE	Oceanian Ancestry	-41.3	174.5
sgdp	NA21490	male	MAS	Masai	Masai in Kenya	AFR	African Ancestry	-1.5	35.2
sgdp	NA21581	male	MAS	Masai	Masai in Kenya	AFR	African Ancestry	-1.5	35.2
sgdp	ND15865	male	PLS	Polish	Polish in Poland	WEA	West Eurasian Ancestry	52.2	21
sgdp	ND19394	male	KRN	Korean	Korean in Korea	EAS	East Asian Ancestry	37.6	127
sgdp	Nesk_22	female	ESK	Eskimo Naukan	Eskimo Naukan in Russia	CAS	Central Asian and Siberian Ancestry	66.02	169.71
sgdp	Nesk_25	female	ESK	Eskimo Naukan	Eskimo Naukan in Russia	CAS	Central Asian and Siberian Ancestry	66.02	169.71
sgdp	Nlk1	female	EVN	Even	Even in Russia	CAS	Central Asian and Siberian Ancestry	57.53	135.88
sgdp	Nlk18	male	EVN	Even	Even in Russia	CAS	Central Asian and Siberian Ancestry	57.53	135.88
sgdp	Nlk3	female	EVN	Even	Even in Russia	CAS	Central Asian and Siberian Ancestry	57.53	135.88
sgdp	NOR111	female	NRW	Norwegian	Norwegian in Norway	WEA	West Eurasian Ancestry	60.3943	5.3258
sgdp	NorthOssetia12	male	NRO	North Ossetian	North Ossetian in Russia	WEA	West Eurasian Ancestry	43	44.7
sgdp	NorthOssetia5	male	NRO	North Ossetian	North Ossetian in Russia	WEA	West Eurasian Ancestry	43	44.7
sgdp	Peru60	female	QCH	Quechua	Quechua in Peru	AMR	American Ancestry	-13.5	-72
sgdp	R3	male	RLL	Relli	Relli in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	R6	male	RLL	Relli	Relli in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	SA0342	female	KHS	Khomani San	Khomani San in South Africa	AFR	African Ancestry	-27	20.8
sgdp	SA0722	female	KHS	Khomani San	Khomani San in South Africa	AFR	African Ancestry	-27	20.8
sgdp	SAH31	male	SHR	Saharawi	Saharawi in Western Sahara (Morocco)	AFR	African Ancestry	27.3	-8.9
sgdp	SAH41	male	SHR	Saharawi	Saharawi in Western Sahara (Morocco)	AFR	African Ancestry	27.3	-8.9
sgdp	Sam02	male	SMR	Samaritan	Samaritan in Israel	WEA	West Eurasian Ancestry	32.2	35.3
sgdp	Sir19	male	CHK	Chukchi	Chukchi in Russia	CAS	Central Asian and Siberian Ancestry	69	169
sgdp	Sir26	male	ESS	Eskimo Sireniki	Eskimo Sireniki in Russia	CAS	Central Asian and Siberian Ancestry	64.4	173.9
sgdp	Sir40	female	ESS	Eskimo Sireniki	Eskimo Sireniki in Russia	CAS	Central Asian and Siberian Ancestry	64.4	173.9
sgdp	tdj409_shugnan	male	TJK	Tajik	Tajik in Tajikistan	WEA	West Eurasian Ancestry	37.6	71.5
sgdp	tdj430_shugnan	male	TJK	Tajik	Tajik in Tajikistan	WEA	West Eurasian Ancestry	37.6	71.5
sgdp	TGBS21	male	CHN	Chane	Chane in Argentina	AMR	American Ancestry	-25	-60
sgdp	Tuba19	female	TBL	Tubalar	Tubalar in Russia	CAS	Central Asian and Siberian Ancestry	51.133333	87
sgdp	Tuba9	female	TBL	Tubalar	Tubalar in Russia	CAS	Central Asian and Siberian Ancestry	51.133333	87
sgdp	TZ-11	male	CRT	Crete	Crete in Greece	WEA	West Eurasian Ancestry	35.341846	25.148254
sgdp	Ul31	female	ULC	Ulchi	Ulchi in Russia	CAS	Central Asian and Siberian Ancestry	52.4	140.435
sgdp	Ul5	female	ULC	Ulchi	Ulchi in Russia	CAS	Central Asian and Siberian Ancestry	52.4	140.435
sgdp	Utsa21	female	SAM	Saami	Saami in Finland	WEA	West Eurasian Ancestry	69.9	27
sgdp	Utsa22	male	SAM	Saami	Saami in Finland	WEA	West Eurasian Ancestry	69.9	27
sgdp	Y4	male	YDV	Yadava	Yadava in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	Y8	male	YDV	Yadava	Yadava in India	SAS	South Asian Ancestry	17.7	83.3
sgdp	YemeniteJew4695	female	YMJ	Yemenite Jew	Yemenite Jew in Yemen	WEA	West Eurasian Ancestry	15.4	44.2
sgdp	YemeniteJew5433	male	YMJ	Yemenite Jew	Yemenite Jew in Yemen	WEA	West Eurasian Ancestry	15.4	44.2
sgdp	zapo0098	male	ZPT	Zapotec	Zapotec in Mexico	AMR	American Ancestry	16.5	-97.2
sgdp	zapo0099	male	ZPT	Zapotec	Zapotec in Mexico	AMR	American Ancestry	16.5	-97.2
