source	sample	population	population_name	superpopulation	superpopulation_name
1000g	HG00139	GBR	British	EUR	European Ancestry
1000g	HG00140	GBR	British	EUR	European Ancestry
1000g	HG00141	GBR	British	EUR	European Ancestry
1000g	HG00142	GBR	British	EUR	European Ancestry
1000g	HG00143	GBR	British	EUR	European Ancestry
1000g	HG00145	GBR	British	EUR	European Ancestry
1000g	HG00146	GBR	British	EUR	European Ancestry
1000g	HG00148	GBR	British	EUR	European Ancestry
1000g	HG00149	GBR	British	EUR	European Ancestry
1000g	HG00150	GBR	British	EUR	European Ancestry
1000g	HG00151	GBR	British	EUR	European Ancestry
1000g	HG00154	GBR	British	EUR	European Ancestry
1000g	HG00155	GBR	British	EUR	European Ancestry
1000g	HG00157	GBR	British	EUR	European Ancestry
1000g	HG00158	GBR	British	EUR	European Ancestry
1000g	HG00159	GBR	British	EUR	European Ancestry
1000g	HG00160	GBR	British	EUR	European Ancestry
1000g	HG00171	FIN	Finnish	EUR	European Ancestry
1000g	HG00173	FIN	Finnish	EUR	European Ancestry
1000g	HG00174	FIN	Finnish	EUR	European Ancestry
1000g	HG00176	FIN	Finnish	EUR	European Ancestry
1000g	HG00177	FIN	Finnish	EUR	European Ancestry
1000g	HG00178	FIN	Finnish	EUR	European Ancestry
1000g	HG00179	FIN	Finnish	EUR	European Ancestry
1000g	HG00180	FIN	Finnish	EUR	European Ancestry
1000g	HG00181	FIN	Finnish	EUR	European Ancestry
1000g	HG00182	FIN	Finnish	EUR	European Ancestry
1000g	HG00183	FIN	Finnish	EUR	European Ancestry
1000g	HG00185	FIN	Finnish	EUR	European Ancestry
1000g	HG00186	FIN	Finnish	EUR	European Ancestry
1000g	HG00187	FIN	Finnish	EUR	European Ancestry
1000g	HG00188	FIN	Finnish	EUR	European Ancestry
1000g	HG00189	FIN	Finnish	EUR	European Ancestry
1000g	HG00190	FIN	Finnish	EUR	European Ancestry
1000g	HG00231	GBR	British	EUR	European Ancestry
1000g	HG00232	GBR	British	EUR	European Ancestry
1000g	HG00233	GBR	British	EUR	European Ancestry
1000g	HG00234	GBR	British	EUR	European Ancestry
1000g	HG00235	GBR	British	EUR	European Ancestry
1000g	HG00236	GBR	British	EUR	European Ancestry
1000g	HG00237	GBR	British	EUR	European Ancestry
1000g	HG00238	GBR	British	EUR	European Ancestry
1000g	HG00239	GBR	British	EUR	European Ancestry
1000g	HG00240	GBR	British	EUR	European Ancestry
1000g	HG00242	GBR	British	EUR	European Ancestry
1000g	HG00243	GBR	British	EUR	European Ancestry
1000g	HG00244	GBR	British	EUR	European Ancestry
1000g	HG00245	GBR	British	EUR	European Ancestry
1000g	HG00246	GBR	British	EUR	European Ancestry
1000g	HG00250	GBR	British	EUR	European Ancestry
1000g	HG00251	GBR	British	EUR	European Ancestry
1000g	HG00252	GBR	British	EUR	European Ancestry
1000g	HG00253	GBR	British	EUR	European Ancestry
1000g	HG00254	GBR	British	EUR	European Ancestry
1000g	HG00255	GBR	British	EUR	European Ancestry
1000g	HG00256	GBR	British	EUR	European Ancestry
1000g	HG00257	GBR	British	EUR	European Ancestry
1000g	HG00258	GBR	British	EUR	European Ancestry
1000g	HG00259	GBR	British	EUR	European Ancestry
1000g	HG00260	GBR	British	EUR	European Ancestry
1000g	HG00261	GBR	British	EUR	European Ancestry
1000g	HG00262	GBR	British	EUR	European Ancestry
1000g	HG00263	GBR	British	EUR	European Ancestry
1000g	HG00264	GBR	British	EUR	European Ancestry
1000g	HG00265	GBR	British	EUR	European Ancestry
1000g	HG00266	FIN	Finnish	EUR	European Ancestry
1000g	HG00267	FIN	Finnish	EUR	European Ancestry
1000g	HG00268	FIN	Finnish	EUR	European Ancestry
1000g	HG00269	FIN	Finnish	EUR	European Ancestry
1000g	HG00271	FIN	Finnish	EUR	European Ancestry
1000g	HG00272	FIN	Finnish	EUR	European Ancestry
1000g	HG00273	FIN	Finnish	EUR	European Ancestry
1000g	HG00274	FIN	Finnish	EUR	European Ancestry
1000g	HG00275	FIN	Finnish	EUR	European Ancestry
1000g	HG00276	FIN	Finnish	EUR	European Ancestry
1000g	HG00277	FIN	Finnish	EUR	European Ancestry
1000g	HG00278	FIN	Finnish	EUR	European Ancestry
1000g	HG00280	FIN	Finnish	EUR	European Ancestry
1000g	HG00281	FIN	Finnish	EUR	European Ancestry
1000g	HG00282	FIN	Finnish	EUR	European Ancestry
1000g	HG00284	FIN	Finnish	EUR	European Ancestry
1000g	HG00285	FIN	Finnish	EUR	European Ancestry
1000g	HG00288	FIN	Finnish	EUR	European Ancestry
1000g	HG00290	FIN	Finnish	EUR	European Ancestry
1000g	HG00304	FIN	Finnish	EUR	European Ancestry
1000g	HG00306	FIN	Finnish	EUR	European Ancestry
1000g	HG00308	FIN	Finnish	EUR	European Ancestry
1000g	HG00309	FIN	Finnish	EUR	European Ancestry
1000g	HG00310	FIN	Finnish	EUR	European Ancestry
1000g	HG00311	FIN	Finnish	EUR	European Ancestry
1000g	HG00313	FIN	Finnish	EUR	European Ancestry
1000g	HG00315	FIN	Finnish	EUR	European Ancestry
1000g	HG00318	FIN	Finnish	EUR	European Ancestry
1000g	HG00319	FIN	Finnish	EUR	European Ancestry
1000g	HG00320	FIN	Finnish	EUR	European Ancestry
1000g	HG00321	FIN	Finnish	EUR	European Ancestry
1000g	HG00323	FIN	Finnish	EUR	European Ancestry
1000g	HG00324	FIN	Finnish	EUR	European Ancestry
1000g	HG00325	FIN	Finnish	EUR	European Ancestry
1000g	HG00326	FIN	Finnish	EUR	European Ancestry
1000g	HG00327	FIN	Finnish	EUR	European Ancestry
1000g	HG00328	FIN	Finnish	EUR	European Ancestry
1000g	HG00329	FIN	Finnish	EUR	European Ancestry
1000g	HG00330	FIN	Finnish	EUR	European Ancestry
1000g	HG00331	FIN	Finnish	EUR	European Ancestry
1000g	HG00332	FIN	Finnish	EUR	European Ancestry
1000g	HG00334	FIN	Finnish	EUR	European Ancestry
1000g	HG00335	FIN	Finnish	EUR	European Ancestry
1000g	HG00336	FIN	Finnish	EUR	European Ancestry
1000g	HG00337	FIN	Finnish	EUR	European Ancestry
1000g	HG00338	FIN	Finnish	EUR	European Ancestry
1000g	HG00339	FIN	Finnish	EUR	European Ancestry
1000g	HG00341	FIN	Finnish	EUR	European Ancestry
1000g	HG00342	FIN	Finnish	EUR	European Ancestry
1000g	HG00343	FIN	Finnish	EUR	European Ancestry
1000g	HG00344	FIN	Finnish	EUR	European Ancestry
1000g	HG00345	FIN	Finnish	EUR	European Ancestry
1000g	HG00346	FIN	Finnish	EUR	European Ancestry
1000g	HG00349	FIN	Finnish	EUR	European Ancestry
1000g	HG00350	FIN	Finnish	EUR	European Ancestry
1000g	HG00351	FIN	Finnish	EUR	European Ancestry
1000g	HG00353	FIN	Finnish	EUR	European Ancestry
1000g	HG00355	FIN	Finnish	EUR	European Ancestry
1000g	HG00356	FIN	Finnish	EUR	European Ancestry
1000g	HG00357	FIN	Finnish	EUR	European Ancestry
1000g	HG00358	FIN	Finnish	EUR	European Ancestry
1000g	HG00360	FIN	Finnish	EUR	European Ancestry
1000g	HG00361	FIN	Finnish	EUR	European Ancestry
1000g	HG00362	FIN	Finnish	EUR	European Ancestry
1000g	HG00364	FIN	Finnish	EUR	European Ancestry
1000g	HG00365	FIN	Finnish	EUR	European Ancestry
1000g	HG00366	FIN	Finnish	EUR	European Ancestry
1000g	HG00367	FIN	Finnish	EUR	European Ancestry
1000g	HG00368	FIN	Finnish	EUR	European Ancestry
1000g	HG00369	FIN	Finnish	EUR	European Ancestry
1000g	HG00371	FIN	Finnish	EUR	European Ancestry
1000g	HG00372	FIN	Finnish	EUR	European Ancestry
1000g	HG00373	FIN	Finnish	EUR	European Ancestry
1000g	HG00375	FIN	Finnish	EUR	European Ancestry
1000g	HG00376	FIN	Finnish	EUR	European Ancestry
1000g	HG00378	FIN	Finnish	EUR	European Ancestry
1000g	HG00379	FIN	Finnish	EUR	European Ancestry
1000g	HG00380	FIN	Finnish	EUR	European Ancestry
1000g	HG00381	FIN	Finnish	EUR	European Ancestry
1000g	HG00382	FIN	Finnish	EUR	European Ancestry
1000g	HG00383	FIN	Finnish	EUR	European Ancestry
1000g	HG00384	FIN	Finnish	EUR	European Ancestry
1000g	HG00403	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00404	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00405	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00406	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00407	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00408	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00409	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00410	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00418	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00419	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00420	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00421	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00422	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00423	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00427	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00428	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00429	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00436	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00437	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00438	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00442	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00443	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00444	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00445	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00446	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00447	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00448	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00449	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00450	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00451	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00452	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00453	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00457	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00458	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00459	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00463	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00464	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00465	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00472	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00473	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00474	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00475	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00476	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00477	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00478	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00479	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00480	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00500	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00501	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00502	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00512	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00513	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00514	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00524	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00525	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00526	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00530	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00531	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00532	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00533	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00534	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00535	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00536	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00537	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00538	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00542	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00543	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00544	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00551	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00552	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00553	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00554	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00555	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00556	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00557	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00558	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00559	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00560	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00561	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00565	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00566	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00567	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00577	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00578	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00579	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00580	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00581	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00582	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00583	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00584	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00585	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00589	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00590	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00591	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00592	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00593	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00594	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00595	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00596	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00597	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00598	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00599	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00607	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00608	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00609	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00610	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00611	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00612	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00613	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00614	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00615	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00619	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00620	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00621	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00622	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00623	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00625	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00626	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00627	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00628	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00629	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00630	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00631	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00632	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00634	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00635	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00636	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00637	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00638	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00639	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00640	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00641	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00642	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00650	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00651	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00652	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00653	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00654	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00655	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00656	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00657	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00658	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00662	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00663	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00664	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00671	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00672	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00673	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00674	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00675	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00683	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00684	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00685	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00689	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00690	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00691	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00692	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00693	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00694	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00698	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00699	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00700	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00701	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00702	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00703	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00704	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00705	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00706	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00707	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00708	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00709	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00717	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00728	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00729	CHS	Southern Han Chinese	EAS	East Asian Ancestry
1000g	HG00731	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00732	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00733	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00734	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00735	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00736	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00737	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00738	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00739	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00740	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00741	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00742	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00743	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG00759	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00766	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00844	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00851	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00864	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00867	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00879	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00881	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00956	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00978	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG00982	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01028	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01029	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01031	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01046	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01047	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01048	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01049	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01050	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01051	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01052	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01053	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01054	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01055	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01056	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01058	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01060	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01061	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01062	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01063	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01064	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01066	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01067	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01068	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01069	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01070	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01071	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01072	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01073	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01074	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01075	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01077	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01079	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01080	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01081	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01082	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01083	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01084	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01085	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01086	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01087	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01088	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01089	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01092	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01094	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01095	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01096	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01097	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01098	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01099	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01100	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01101	PUR	Puerto Rican	AMR	American Ancestry
