project	sample	alias	accession	center	platform	instrument	library	layout	description	fastq_se_md5	fastq_se_ftp	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_se	fastq_r1	fastq_r2
PRJEB16019	BR1-12	Whole Genome Sequences of Indian Individual	ERR1812168	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-12	PAIRED	Whole Genome Sequences of Indian Populations	9d978e367feb2f75a1f268743f31c841	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812168/ERR1812168.fastq.gz	583057119becf746f69deb7f1c9b2957	cff6fa21d49e32550cc6b29c29aaccaf	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812168/ERR1812168_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812168/ERR1812168_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812168_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812168_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812168_r2.fastq.gz
PRJEB16019	BR1-13	Whole Genome Sequences of Indian Individual	ERR1812169	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-13	PAIRED	Whole Genome Sequences of Indian Populations	f05981f986542dbfd7071adc89ebdb95	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1812169/ERR1812169.fastq.gz	2c36f27199bbd0f7f5e2018d3aa054ab	825a6b4f73bb52a9952120268bcfbc62	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1812169/ERR1812169_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1812169/ERR1812169_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812169_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812169_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812169_r2.fastq.gz
PRJEB16019	BR1-16	Whole Genome Sequences of Indian Individual	ERR1812170	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-16	PAIRED	Whole Genome Sequences of Indian Populations	afe4b21acff4f618fed46cc72a7e3aba	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1812170/ERR1812170.fastq.gz	ccf7c05f16caf439e1c035bc19ab06c7	b8945f0d439610f84e4725c2b97a48e2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1812170/ERR1812170_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1812170/ERR1812170_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812170_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812170_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812170_r2.fastq.gz
PRJEB16019	BR1-18	Whole Genome Sequences of Indian Individual	ERR1812171	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-18	PAIRED	Whole Genome Sequences of Indian Populations	6d846e67bb6dbae13e1cc0e0fdd40a72	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1812171/ERR1812171.fastq.gz	eacb214fd5231ddf8f0c8777f212013c	6a8b37d79ae1c1f1ed439e7d9f1d383e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1812171/ERR1812171_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1812171/ERR1812171_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812171_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812171_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812171_r2.fastq.gz
PRJEB16019	BR1-1	Whole Genome Sequences of Indian Individual	ERR1812172	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-1	PAIRED	Whole Genome Sequences of Indian Populations	7d63bd6ee0ea56c0ed59de02749325e6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1812172/ERR1812172.fastq.gz	e5d2c9554023708c728c17b28edca455	a49d2daf65ebcf874e33ecb0a4a6dc1a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1812172/ERR1812172_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1812172/ERR1812172_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812172_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812172_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812172_r2.fastq.gz
PRJEB16019	BR1-3	Whole Genome Sequences of Indian Individual	ERR1812173	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-3	PAIRED	Whole Genome Sequences of Indian Populations	185fe1b772f4bdfb3a73c555cd112e1d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1812173/ERR1812173.fastq.gz	7e7a62e91f04c2348772d2754ddf25fb	bf34783b1c0989921f306b8b64514ddd	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1812173/ERR1812173_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1812173/ERR1812173_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812173_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812173_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812173_r2.fastq.gz
PRJEB16019	BR1-4	Whole Genome Sequences of Indian Individual	ERR1812174	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-4	PAIRED	Whole Genome Sequences of Indian Populations	7fac96bfcbc51cb654ffe97af6c3166f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1812174/ERR1812174.fastq.gz	16875595c75cff9829d84753574500a0	fe98d94cd091c08377f29f3e0157baed	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1812174/ERR1812174_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1812174/ERR1812174_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812174_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812174_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812174_r2.fastq.gz
PRJEB16019	BR1-5	Whole Genome Sequences of Indian Individual	ERR1812175	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-5	PAIRED	Whole Genome Sequences of Indian Populations	8611f0a9d6bba1330b23d35eaf9ae1ad	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1812175/ERR1812175.fastq.gz	fbd6a41820169aef20619e5b87efd5c7	d4784acd3d34035ed9d2353eef0bcf7f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1812175/ERR1812175_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1812175/ERR1812175_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812175_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812175_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812175_r2.fastq.gz
PRJEB16019	BR1-6	Whole Genome Sequences of Indian Individual	ERR1812176	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	BR1-6	PAIRED	Whole Genome Sequences of Indian Populations	8ee8396483d8902fc4828996e6d87ef4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1812176/ERR1812176.fastq.gz	3ad1e328e642fa9a52aaf156d0537838	9fcfbe359b988da72a340cc712771dcb	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1812176/ERR1812176_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1812176/ERR1812176_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812176_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812176_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812176_r2.fastq.gz
PRJEB16019	IL-01	Whole Genome Sequences of Indian Individual	ERR1812177	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-01	PAIRED	Whole Genome Sequences of Indian Populations	ffb35d5dd656661ee3e2152f11d00070	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1812177/ERR1812177.fastq.gz	0da8ba5b75161f0575bd38d75318d060	3ad99cc7935650ebdfab7e65e6ac8c22	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1812177/ERR1812177_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1812177/ERR1812177_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812177_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812177_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812177_r2.fastq.gz
PRJEB16019	IL-04	Whole Genome Sequences of Indian Individual	ERR1812178	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-04	PAIRED	Whole Genome Sequences of Indian Populations	74ce4f99b674a01fe805c64c07498878	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812178/ERR1812178.fastq.gz	38fddec765f9066ab3137d59543b06c1	630ced3f4826e7e6e8480f55492c6815	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812178/ERR1812178_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812178/ERR1812178_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812178_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812178_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812178_r2.fastq.gz
PRJEB16019	IL-07	Whole Genome Sequences of Indian Individual	ERR1812179	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-07	PAIRED	Whole Genome Sequences of Indian Populations	f1faaedd6c84a39a522833f196e52a29	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1812179/ERR1812179.fastq.gz	3bdd03b38f6adbb4a0be54ff993cbba5	4c04cc4f81a40d0ea4530bf0a70a89c8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1812179/ERR1812179_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1812179/ERR1812179_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812179_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812179_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812179_r2.fastq.gz
PRJEB16019	IL-08	Whole Genome Sequences of Indian Individual	ERR1812180	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-08	PAIRED	Whole Genome Sequences of Indian Populations	455da81ba747c61f0b56814813e7cfc7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1812180/ERR1812180.fastq.gz	c947f18118dcae4d0a85797c13f532b7	9e6c85e04ea80adb758ad5fa0df54d54	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1812180/ERR1812180_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1812180/ERR1812180_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812180_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812180_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812180_r2.fastq.gz
PRJEB16019	IL-09	Whole Genome Sequences of Indian Individual	ERR1812181	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-09	PAIRED	Whole Genome Sequences of Indian Populations	8277bdf33d6e08a8487b3f1a05ac9ae4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1812181/ERR1812181.fastq.gz	8d01a45d79cf1873ba656bc645a9aa3d	fd88150191308ca2ca3d4bb6a6b3ad96	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1812181/ERR1812181_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1812181/ERR1812181_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812181_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812181_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812181_r2.fastq.gz
PRJEB16019	IL-10	Whole Genome Sequences of Indian Individual	ERR1812182	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-10	PAIRED	Whole Genome Sequences of Indian Populations	e475097ded8c27d26f03227d8acaf65a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1812182/ERR1812182.fastq.gz	a93eea40eb475567580c7970ae7cfebf	383423211c9dcb881046c9dbee2e4cf2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1812182/ERR1812182_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1812182/ERR1812182_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812182_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812182_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812182_r2.fastq.gz
PRJEB16019	IL-11	Whole Genome Sequences of Indian Individual	ERR1812183	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-11	PAIRED	Whole Genome Sequences of Indian Populations	067232ca2405adc73a160711b90f64b2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1812183/ERR1812183.fastq.gz	baf13c72fbb63e7eb3bbf2a58d3db7c9	98b0f09f896b4e62c45c965f215d9c5a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1812183/ERR1812183_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1812183/ERR1812183_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812183_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812183_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812183_r2.fastq.gz
PRJEB16019	IL-12	Whole Genome Sequences of Indian Individual	ERR1812184	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-12	PAIRED	Whole Genome Sequences of Indian Populations	c20f52f9ca1d10098d49b95249fb9d30	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1812184/ERR1812184.fastq.gz	0b1232d3cdab6e359cf9ea72d0eeb428	c410c1f0836fffe48a9f0634c48949e9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1812184/ERR1812184_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1812184/ERR1812184_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812184_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812184_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812184_r2.fastq.gz
PRJEB16019	IL-15	Whole Genome Sequences of Indian Individual	ERR1812185	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-15	PAIRED	Whole Genome Sequences of Indian Populations	4de0638cacd4b621a30feb6cbe44cecc	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1812185/ERR1812185.fastq.gz	f9f07090efe49044b0280053e5304281	8d3eab8e741c3f00fd3f7fdac6fa9bb7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1812185/ERR1812185_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1812185/ERR1812185_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812185_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812185_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812185_r2.fastq.gz
PRJEB16019	IL-16	Whole Genome Sequences of Indian Individual	ERR1812186	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	IL-16	PAIRED	Whole Genome Sequences of Indian Populations	8a34515211fce75f0476c2c23dde535b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1812186/ERR1812186.fastq.gz	9965c83e63eb7dc873b9f180a6ecbced	be66a9bf46e7873f64669dd0bd9bc108	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1812186/ERR1812186_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1812186/ERR1812186_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812186_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812186_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812186_r2.fastq.gz
PRJEB16019	PRBB-1	Whole Genome Sequences of Indian Individual	ERR1812187	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	PRBB-1	PAIRED	Whole Genome Sequences of Indian Populations	7842eb3a7f6f4a5afaa51c914e53f3c4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1812187/ERR1812187.fastq.gz	dd20edb305446a935311ded4070ae6db	19266d1b29bf2cb4555bc3e5327e37f4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1812187/ERR1812187_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1812187/ERR1812187_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812187_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812187_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812187_r2.fastq.gz
PRJEB16019	PRBB-2	Whole Genome Sequences of Indian Individual	ERR1812188	Universitat Pompeu Fabra	ILLUMINA	Illumina HiSeq 2000	PRBB-2	PAIRED	Whole Genome Sequences of Indian Populations	1bf52fc607f6428c3ada8d4668940b86	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812188/ERR1812188.fastq.gz	7e6ba0c899b995dfe55926232a80b3d3	1460bce37ff47da1fb703c83f3eb63d7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812188/ERR1812188_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1812188/ERR1812188_2.fastq.gz	data/source/PRJEB16019/fastq/ERR1812188_se.fastq.gz	data/source/PRJEB16019/fastq/ERR1812188_r1.fastq.gz	data/source/PRJEB16019/fastq/ERR1812188_r2.fastq.gz
