project	sample	accession	center	platform	instrument	library	layout	description	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_r1	fastq_r2
PRJNA288297	DGMQ-31030	SRR2098187	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31030_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	db63ebd38df271f028897e607356c668	299f9377fcec263edbd12c566a083c5b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098187/SRR2098187_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098187/SRR2098187_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098187_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098187_r2.fastq.gz
PRJNA288297	DGMQ-31105	SRR2098188	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31105_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	979a31f403a27d1a544ed8a625d2c7ce	f2d850174dd35ee1e992fa55445606e9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098188/SRR2098188_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098188/SRR2098188_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098188_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098188_r2.fastq.gz
PRJNA288297	DGMQ-31123	SRR2098189	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31123_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	520753df4b157f761bc5ef10325c455e	2d34d4a7ee821f858a5ad06b53d54e57	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098189/SRR2098189_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098189/SRR2098189_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098189_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098189_r2.fastq.gz
PRJNA288297	DGMQ-31125	SRR2098190	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31125_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	48754534df6ae6dd876848d027687b2d	8983f72054c88337f6719688c70eef6a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098190/SRR2098190_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098190/SRR2098190_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098190_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098190_r2.fastq.gz
PRJNA288297	DGMQ-31129	SRR2098191	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31129_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	73f1167f64e3d63547f9de2b946cbce4	03f9212928d8271cd8f1ae281ad72e96	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098191/SRR2098191_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098191/SRR2098191_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098191_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098191_r2.fastq.gz
PRJNA288297	DGMQ-31131	SRR2098192	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31131_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	12b2b485f19eb43b04ac1dbcb509671e	0a9c9daf463d8e24f5e36e3f9f82502e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098192/SRR2098192_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098192/SRR2098192_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098192_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098192_r2.fastq.gz
PRJNA288297	DGMQ-31177	SRR2098193	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31177_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	a7763a68be3bf358f5a3e825990bee1c	194c2b34d45ae9f600929f31a841f035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098193/SRR2098193_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098193/SRR2098193_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098193_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098193_r2.fastq.gz
PRJNA288297	DGMQ-31230	SRR2098194	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31230_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	9e3f9162870da840fda655154094af44	6cc702cc80ce563ad8f57c8c18581fa7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098194/SRR2098194_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098194/SRR2098194_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098194_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098194_r2.fastq.gz
PRJNA288297	DGMQ-31237	SRR2098195	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31237_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	12727d0e6bcc73c9a8558a41c0274e06	d1d1fd3d8e994a00eaf908f0e5528b77	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098195/SRR2098195_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098195/SRR2098195_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098195_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098195_r2.fastq.gz
PRJNA288297	DGMQ-31245	SRR2098196	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31245_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	d5b0274c0dc572450264893c2d4d2072	b98a26d9fa0eb4cdd4b971eba173e095	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098196/SRR2098196_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098196/SRR2098196_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098196_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098196_r2.fastq.gz
PRJNA288297	DGMQ-31254	SRR2098197	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31254_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	19c36883a3ed2c915ebca29aa6aa94d0	5bd2d2eea15c9e7de7bedf4909401002	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098197/SRR2098197_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098197/SRR2098197_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098197_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098197_r2.fastq.gz
PRJNA288297	DGMQ-31274	SRR2098198	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31274_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	ef1b6c6070904884d7d2ef5521e4367b	4a93c09148acb42cb60c7a175bce73f9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098198/SRR2098198_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098198/SRR2098198_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098198_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098198_r2.fastq.gz
PRJNA288297	DGMQ-31416	SRR2098199	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31416_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	fc9ef1bdae519c7138ae7fd00fd45c31	4e99f45984c9e12547a6b31877adc8c1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098199/SRR2098199_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098199/SRR2098199_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098199_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098199_r2.fastq.gz
PRJNA288297	DGMQ-31433	SRR2098200	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31433_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	acb27ed8da4b94097779d581a442b734	9ae025b18c553d509693b4ebfced89ac	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098200/SRR2098200_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098200/SRR2098200_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098200_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098200_r2.fastq.gz
PRJNA288297	DGMQ-31444	SRR2098201	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31444_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	28581f92d66184ca09ed82e07a45ada0	b7384b4d0386f3491be541efe4480a70	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098201/SRR2098201_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098201/SRR2098201_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098201_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098201_r2.fastq.gz
PRJNA288297	DGMQ-31449	SRR2098202	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31449_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	24ec91f4460348fabc89fdf9616335fa	69d7480e630e3dc02436296e39214b6c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098202/SRR2098202_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098202/SRR2098202_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098202_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098202_r2.fastq.gz
PRJNA288297	DGMQ-31470	SRR2098203	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31470_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	6d90e9edc2bc9b929cb4c6d1e6b18b5d	b289b577391393a4b42d28330d71cfcc	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098203/SRR2098203_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098203/SRR2098203_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098203_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098203_r2.fastq.gz
PRJNA288297	DGMQ-31508	SRR2098204	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31508_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	bd641eccc73b961e75f90f1367f9f497	027fbdab34043b508379f09372a4cce4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098204/SRR2098204_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098204/SRR2098204_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098204_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098204_r2.fastq.gz
PRJNA288297	DGMQ-31513	SRR2098205	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31513_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	528c1db1b2cd0948df81b918908aa2f2	58e90c5e93c8daf99f79b224fe710102	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098205/SRR2098205_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098205/SRR2098205_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098205_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098205_r2.fastq.gz
PRJNA288297	DGMQ-31516	SRR2098206	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31516_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	8d50d452fcf40118c81a0bef36ee04d8	3c6ac981657dabf307e0b9bcc5a453e0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098206/SRR2098206_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098206/SRR2098206_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098206_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098206_r2.fastq.gz
PRJNA288297	DGMQ-31556	SRR2098207	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31556_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	db92313b1a7b0e007a951afc16f32ca7	7152c2d1ee4de3f86af0b8a65ca982bb	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098207/SRR2098207_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098207/SRR2098207_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098207_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098207_r2.fastq.gz
PRJNA288297	DGMQ-31568	SRR2098208	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31568_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	a853cd84128e19299507992212b3b02e	a53f3b3028d65ddc91f1a350f51a19f6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098208/SRR2098208_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098208/SRR2098208_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098208_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098208_r2.fastq.gz
PRJNA288297	DGMQ-31598	SRR2098209	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31598_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	fc6caa9237ce4ed4e20b76b1195261fd	9c638aee49759ab73ab625d42504dc99	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098209/SRR2098209_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098209/SRR2098209_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098209_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098209_r2.fastq.gz
PRJNA288297	DGMQ-31606	SRR2098210	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31606_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	617ea2a2382c8c18e96602242e39672f	075a44cfe2e9cb5efcf4c6ea41ea3732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098210/SRR2098210_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098210/SRR2098210_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098210_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098210_r2.fastq.gz
PRJNA288297	DGMQ-31607	SRR2098211	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31607_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	b55c5a1af42b5b340d9e94dbd869235b	351d20a371e41f0d7519bc7be765c69f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098211/SRR2098211_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098211/SRR2098211_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098211_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098211_r2.fastq.gz
PRJNA288297	DGMQ-31609	SRR2098212	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31609_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	1a482142a13e382201b4944bf535ff84	4edd2876984406ffecc0cd966aa6787d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098212/SRR2098212_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098212/SRR2098212_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098212_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098212_r2.fastq.gz
PRJNA288297	DGMQ-31614	SRR2098213	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31614_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	5946f639491e2379cd3f524ebeaf292a	00a658c1a3c0c6b3d346f15f214f3a15	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098213/SRR2098213_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098213/SRR2098213_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098213_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098213_r2.fastq.gz
PRJNA288297	DGMQ-31617	SRR2098214	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31617_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	cb5cb0bb97941c240a2ef9211a0f6f6a	9da05e657a9a6368a5f1418d1e6f3f57	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098214/SRR2098214_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098214/SRR2098214_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098214_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098214_r2.fastq.gz
PRJNA288297	DGMQ-31623	SRR2098215	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31623_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	2e0ed19b0ab8b7b1b7abca91cae398dc	13c4ed3d7fcfe81d74b5841ae4a0e76f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098215/SRR2098215_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098215/SRR2098215_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098215_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098215_r2.fastq.gz
PRJNA288297	DGMQ-31639	SRR2098216	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31639_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	e22784d4b56726b976dd36cb810a0323	2a138e2f2ac862b02bf005ba5d402b20	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098216/SRR2098216_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098216/SRR2098216_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098216_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098216_r2.fastq.gz
PRJNA288297	DGMQ-31644	SRR2098217	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31644_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	9082061db10b3e53fd40fa9ede07eaf2	837706da92f8d2bfe8b278c499305bed	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098217/SRR2098217_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098217/SRR2098217_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098217_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098217_r2.fastq.gz
PRJNA288297	DGMQ-31645	SRR2098218	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31645_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	62f4b2e5b16bd3a03660c1fdeb6d0ab4	464600b943b66724a7026d13a5c75e42	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098218/SRR2098218_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098218/SRR2098218_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098218_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098218_r2.fastq.gz
