CRAM_FILE	CRAM_MD5	CRAI_FILE	CRAI_MD5	BAS_FILE	BAS_MD5	Sample	Population
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306349/alignment/SC_GMFUL5306349.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	3e613e96caf4c21ed7da8bd8c1403daf	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306349/alignment/SC_GMFUL5306349.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	9310fe44934b6cfcea1e2545e2070149	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306349/alignment/SC_GMFUL5306349.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	f46a94fb30d0a618345edc02344b535f	SC_GMFUL5306349	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306351/alignment/SC_GMFUL5306351.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	70083549bdd693c61f88f9c927eb25b8	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306351/alignment/SC_GMFUL5306351.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	504830dccd323230c38df61d440670c0	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306351/alignment/SC_GMFUL5306351.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	676fe810d080a482d107487d7fc35ffc	SC_GMFUL5306351	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306352/alignment/SC_GMFUL5306352.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	1b5709cefbc442ea3ff8f84f77da1a2e	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306352/alignment/SC_GMFUL5306352.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	ff2b426f388ff230bc365226eab01f03	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306352/alignment/SC_GMFUL5306352.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	5a2fb83ce56ed98502bfc70c04c4b7bc	SC_GMFUL5306352	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306353/alignment/SC_GMFUL5306353.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	e52efdefd19a63a0d26549092cfaa257	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306353/alignment/SC_GMFUL5306353.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	6fe6b60395aa8815536916b46bbc65e3	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306353/alignment/SC_GMFUL5306353.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	ffb10032ecdbe994ef2f460eada5fc80	SC_GMFUL5306353	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306354/alignment/SC_GMFUL5306354.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	988c3d64c3f1fadb0bb56d2bbeb99c5c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306354/alignment/SC_GMFUL5306354.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	1b7d461ce6cc7280cd4d847cd316b9ea	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306354/alignment/SC_GMFUL5306354.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	8128b7fbb8f42f01c0d7b11217931f9c	SC_GMFUL5306354	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306355/alignment/SC_GMFUL5306355.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	c2b3141b83eed88f3940b14f2f509a9c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306355/alignment/SC_GMFUL5306355.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	4d5757c269914ff81395014d7446a901	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306355/alignment/SC_GMFUL5306355.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	479a303e7c6f56e45454c0ebe66c4a19	SC_GMFUL5306355	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306356/alignment/SC_GMFUL5306356.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	678b1f201b9f2b6d363acf7697750ad8	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306356/alignment/SC_GMFUL5306356.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	a9365a889c3fd6f844243406b830d85c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306356/alignment/SC_GMFUL5306356.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	5cd75c9264d4d7b3e2e6e75f47354578	SC_GMFUL5306356	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306357/alignment/SC_GMFUL5306357.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	db84e715c1032009f1720bc52e4ccbff	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306357/alignment/SC_GMFUL5306357.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	b8ed03a42f78fb07b99b1305c13b85f1	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306357/alignment/SC_GMFUL5306357.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	6ddf1e360a10ebe6d7256f9f27910493	SC_GMFUL5306357	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306359/alignment/SC_GMFUL5306359.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	97f080283f00e3a3c499a9386f41c831	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306359/alignment/SC_GMFUL5306359.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	f1a96a054c4fe74ca2868f42aa0a22be	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306359/alignment/SC_GMFUL5306359.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	81cd506e47cdb85d6c8b2760fb76abe5	SC_GMFUL5306359	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306360/alignment/SC_GMFUL5306360.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	205a8226da46493120e2fd230dc133d9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306360/alignment/SC_GMFUL5306360.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	e33c018320ac1d491e90fcf596e7a0d9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306360/alignment/SC_GMFUL5306360.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	116890369e7713ac6ecc721a5e2c6313	SC_GMFUL5306360	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306361/alignment/SC_GMFUL5306361.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	09ef2eef048894263edcd4bd721c0d0a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306361/alignment/SC_GMFUL5306361.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	ef5a323dbc1d34f3eb0229237d7272ce	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306361/alignment/SC_GMFUL5306361.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	ebe02a06e888e7cc895a54d66d6e36f5	SC_GMFUL5306361	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306363/alignment/SC_GMFUL5306363.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	6f782c3352addd3305b2832cea9e8e33	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306363/alignment/SC_GMFUL5306363.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	66d6e3a2318e1a77d76047959c92e7ac	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306363/alignment/SC_GMFUL5306363.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	c13dbfcb5317317b999af327beb6d7cb	SC_GMFUL5306363	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306366/alignment/SC_GMFUL5306366.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	9a47ad19630efb9d08476a432dbc5e27	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306366/alignment/SC_GMFUL5306366.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	4a6903caee86c67d87485037308ddcf5	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306366/alignment/SC_GMFUL5306366.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	b5a884ba3a8ca218e7595d5c50e2b2ed	SC_GMFUL5306366	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306367/alignment/SC_GMFUL5306367.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	f453ab0acceede91c324221f1ba9538a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306367/alignment/SC_GMFUL5306367.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	59b0e6fbb141fa20e31c8474b53175ed	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306367/alignment/SC_GMFUL5306367.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	d8a394396774fdc93e52f655e2f9a090	SC_GMFUL5306367	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306369/alignment/SC_GMFUL5306369.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	5fceb8d7a80380500254af90a6fe058c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306369/alignment/SC_GMFUL5306369.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	6bfcae7ce1bbb755decf3d85819e56c7	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306369/alignment/SC_GMFUL5306369.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	1713a5a5161da93cb8cd5b32c451a73b	SC_GMFUL5306369	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306371/alignment/SC_GMFUL5306371.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	250c6c52fc693bbae33ff35a3e29b58f	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306371/alignment/SC_GMFUL5306371.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	82e8286947ede3f5099cce36895e309f	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306371/alignment/SC_GMFUL5306371.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	3260daa6528f36f1d210165f148e385b	SC_GMFUL5306371	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306374/alignment/SC_GMFUL5306374.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	ace9cc26d8df4a7dbeb197add941dfc7	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306374/alignment/SC_GMFUL5306374.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	242d72e5353fa78f58efb441c37010a9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306374/alignment/SC_GMFUL5306374.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	b41f95b8eccb129c1dd153332f4503b8	SC_GMFUL5306374	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306375/alignment/SC_GMFUL5306375.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	f04bed2a94eec3d3afcabfd68d4696fb	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306375/alignment/SC_GMFUL5306375.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	c4ea88cd283d6540d47cca9404941135	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306375/alignment/SC_GMFUL5306375.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	c88420d09fabbb6cc306534c285ba590	SC_GMFUL5306375	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306377/alignment/SC_GMFUL5306377.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	93f423b8d050e120a40a225d847c9cd5	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306377/alignment/SC_GMFUL5306377.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	35c1ba0d601dc9ea22ce9b3fa8d0b9d8	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306377/alignment/SC_GMFUL5306377.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	0b2edc776b8e812c423dad9313dbb343	SC_GMFUL5306377	Gambian in Western Division, The Gambia - Fula
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306379/alignment/SC_GMFUL5306379.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram	86ebafe5cd20ae1de05f1aca355739eb	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306379/alignment/SC_GMFUL5306379.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.cram.crai	d1a7b8ffa7316789b9317cd4557fd5e9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/gambian_genome_variation_project/data/FULA/SC_GMFUL5306379/alignment/SC_GMFUL5306379.alt_bwamem_GRCh38DH.20151208.FULA.gambian_lowcov.bam.bas	62a663c77535b182ab5ce91d80939ad7	SC_GMFUL5306379	Gambian in Western Division, The Gambia - Fula
