project	sample	accession	center	platform	instrument	library	layout	description	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_r1	fastq_r2
PRJEB3013	SC_GMFUL5306340	ERR159219	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922045	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	f0b9d555805d18b4e8370b170a147132	0bf9aa0303f68910df71833c582e9f15	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159219/ERR159219_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159219/ERR159219_2.fastq.gz	data/source/ggvp/fastq/ERR159219_r1.fastq.gz	data/source/ggvp/fastq/ERR159219_r2.fastq.gz
PRJEB3013	SC_GMFUL5306341	ERR159220	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922033	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	0a50b4286a96a5dee491547fbde4803b	ed7e32e342f0b894515e584e7f105744	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159220/ERR159220_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159220/ERR159220_2.fastq.gz	data/source/ggvp/fastq/ERR159220_r1.fastq.gz	data/source/ggvp/fastq/ERR159220_r2.fastq.gz
PRJEB3013	SC_GMFUL5306343	ERR159221	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922021	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	1acd53f4f7457eb232c5958941b92f34	4592bafbe84a5ab7f722a2aa70a3582c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159221/ERR159221_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159221/ERR159221_2.fastq.gz	data/source/ggvp/fastq/ERR159221_r1.fastq.gz	data/source/ggvp/fastq/ERR159221_r2.fastq.gz
PRJEB3013	SC_GMFUL5306344	ERR159222	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922009	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	147505578375190b33f0dd6ce907c195	b3b94b94a692d448ef56eb72f0e1d926	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159222/ERR159222_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159222/ERR159222_2.fastq.gz	data/source/ggvp/fastq/ERR159222_r1.fastq.gz	data/source/ggvp/fastq/ERR159222_r2.fastq.gz
PRJEB3013	SC_GMFUL5306345	ERR159223	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921997	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	5a3a89315768c03c872af81e6b88e801	0ad705558033b05410586fd4f51c8f37	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159223/ERR159223_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159223/ERR159223_2.fastq.gz	data/source/ggvp/fastq/ERR159223_r1.fastq.gz	data/source/ggvp/fastq/ERR159223_r2.fastq.gz
PRJEB3013	SC_GMFUL5306346	ERR159224	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921985	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	e95d396030d253d65861f82c5c2eadc5	3e7524ea106db38a140f087de8ea697f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159224/ERR159224_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159224/ERR159224_2.fastq.gz	data/source/ggvp/fastq/ERR159224_r1.fastq.gz	data/source/ggvp/fastq/ERR159224_r2.fastq.gz
PRJEB3013	SC_GMFUL5306347	ERR159225	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922068	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	5961ae9470d83e5d2937f4d6faa5e252	acfadbdc9b0f0b00baca105cb069ffcb	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159225/ERR159225_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159225/ERR159225_2.fastq.gz	data/source/ggvp/fastq/ERR159225_r1.fastq.gz	data/source/ggvp/fastq/ERR159225_r2.fastq.gz
PRJEB3013	SC_GMFUL5306348	ERR159226	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922056	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	866a459b85448dbbb33970a0d783ac8c	9e6f54229a3a1f5d7664005ac5161e9b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159226/ERR159226_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159226/ERR159226_2.fastq.gz	data/source/ggvp/fastq/ERR159226_r1.fastq.gz	data/source/ggvp/fastq/ERR159226_r2.fastq.gz
PRJEB3013	SC_GMFUL5306349	ERR159227	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922044	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	95f179f896f84aae5239fd38985a846a	2777bafdc05e1a5c010af4621844b75e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159227/ERR159227_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159227/ERR159227_2.fastq.gz	data/source/ggvp/fastq/ERR159227_r1.fastq.gz	data/source/ggvp/fastq/ERR159227_r2.fastq.gz
PRJEB3013	SC_GMFUL5306351	ERR159228	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922032	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	5f5286b3db9bd152489be8f23877a5b7	de39c48a44b4d6a5c7eca1e63cc5f55f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159228/ERR159228_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159228/ERR159228_2.fastq.gz	data/source/ggvp/fastq/ERR159228_r1.fastq.gz	data/source/ggvp/fastq/ERR159228_r2.fastq.gz
PRJEB3013	SC_GMFUL5306352	ERR159229	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922020	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	ffd71e7a268cc5fc12295ba211ec38cd	e9ec08950811d07ab9ad30c77852a518	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159229/ERR159229_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159229/ERR159229_2.fastq.gz	data/source/ggvp/fastq/ERR159229_r1.fastq.gz	data/source/ggvp/fastq/ERR159229_r2.fastq.gz
PRJEB3013	SC_GMFUL5306353	ERR159230	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922008	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	122a1a0dd03cb01a9adce759f39030e5	f1edcd2a1a60ee9cee04432509fada25	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159230/ERR159230_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159230/ERR159230_2.fastq.gz	data/source/ggvp/fastq/ERR159230_r1.fastq.gz	data/source/ggvp/fastq/ERR159230_r2.fastq.gz
PRJEB3013	SC_GMFUL5306354	ERR159231	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921996	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	d3336d7a9332e0387c599db36dea9282	45873009ba7fb956baaa287175c9dd3b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159231/ERR159231_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159231/ERR159231_2.fastq.gz	data/source/ggvp/fastq/ERR159231_r1.fastq.gz	data/source/ggvp/fastq/ERR159231_r2.fastq.gz
PRJEB3013	SC_GMFUL5306355	ERR159232	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921984	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	4ee8b5de43c65bd02cdaa3c923a1384c	39a548609f7a73e685f1289a8974aa92	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159232/ERR159232_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159232/ERR159232_2.fastq.gz	data/source/ggvp/fastq/ERR159232_r1.fastq.gz	data/source/ggvp/fastq/ERR159232_r2.fastq.gz
PRJEB3013	SC_GMFUL5306347	ERR159233	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922068	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	984578e732375e95625e8edcc06394bd	dbdcf95be59d5d59652c19657ed4ecd7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159233/ERR159233_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159233/ERR159233_2.fastq.gz	data/source/ggvp/fastq/ERR159233_r1.fastq.gz	data/source/ggvp/fastq/ERR159233_r2.fastq.gz
PRJEB3013	SC_GMFUL5306348	ERR159234	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922056	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	68a239720c246ca72672d48352a74414	d14454276186f2b6f83a77e92fb90de8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159234/ERR159234_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159234/ERR159234_2.fastq.gz	data/source/ggvp/fastq/ERR159234_r1.fastq.gz	data/source/ggvp/fastq/ERR159234_r2.fastq.gz
PRJEB3013	SC_GMFUL5306349	ERR159235	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922044	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	eb33eb09b2cea0b2bb803b52e7566841	5763930e38094eec3798ac2ac42a7de7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159235/ERR159235_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159235/ERR159235_2.fastq.gz	data/source/ggvp/fastq/ERR159235_r1.fastq.gz	data/source/ggvp/fastq/ERR159235_r2.fastq.gz
PRJEB3013	SC_GMFUL5306351	ERR159236	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922032	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	53f5e541f8b488583c88a996d4ff982b	f666a97787d053d17e2fc99ac22ed4c2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159236/ERR159236_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159236/ERR159236_2.fastq.gz	data/source/ggvp/fastq/ERR159236_r1.fastq.gz	data/source/ggvp/fastq/ERR159236_r2.fastq.gz
PRJEB3013	SC_GMFUL5306352	ERR159237	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922020	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	7676a202d6664da949b8b06c8dcfac41	3418593bf5a1d6b27430351434be2759	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159237/ERR159237_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159237/ERR159237_2.fastq.gz	data/source/ggvp/fastq/ERR159237_r1.fastq.gz	data/source/ggvp/fastq/ERR159237_r2.fastq.gz
PRJEB3013	SC_GMFUL5306353	ERR159238	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922008	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	9098f17c1e0ea067975bbc345695327a	df3a238165ca6b61fe7bd0fc4ea7d71c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159238/ERR159238_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159238/ERR159238_2.fastq.gz	data/source/ggvp/fastq/ERR159238_r1.fastq.gz	data/source/ggvp/fastq/ERR159238_r2.fastq.gz
PRJEB3013	SC_GMFUL5306354	ERR159239	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921996	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	64fdf6f4d2ab8a3117176a1d163e014b	814f4b8886f46a86c99c1926da10fc7f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159239/ERR159239_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159239/ERR159239_2.fastq.gz	data/source/ggvp/fastq/ERR159239_r1.fastq.gz	data/source/ggvp/fastq/ERR159239_r2.fastq.gz
PRJEB3013	SC_GMFUL5306355	ERR159240	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921984	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	0cd9b0c5fafeed5c8fa80355ab35516c	3bddeb1e0cac2f9f7db5deb55c59d73f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159240/ERR159240_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159240/ERR159240_2.fastq.gz	data/source/ggvp/fastq/ERR159240_r1.fastq.gz	data/source/ggvp/fastq/ERR159240_r2.fastq.gz
PRJEB3013	SC_GMFUL5306356	ERR159241	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922067	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	ccedc05d39306c7c113b1767d6a9aabc	8ba962b445e73e2af2352b7632b533a1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159241/ERR159241_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159241/ERR159241_2.fastq.gz	data/source/ggvp/fastq/ERR159241_r1.fastq.gz	data/source/ggvp/fastq/ERR159241_r2.fastq.gz
PRJEB3013	SC_GMFUL5306357	ERR159242	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922055	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	126c7e81fb2f86b21b6f8318da0bc34b	a76cf1e2981341f4f987777f5ac6ca3b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159242/ERR159242_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159242/ERR159242_2.fastq.gz	data/source/ggvp/fastq/ERR159242_r1.fastq.gz	data/source/ggvp/fastq/ERR159242_r2.fastq.gz
PRJEB3013	SC_GMFUL5306359	ERR159243	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922043	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	db043c8e45aa41963c56102248c9c318	d21567e6cceeb1a7685634e0676ae4c1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159243/ERR159243_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159243/ERR159243_2.fastq.gz	data/source/ggvp/fastq/ERR159243_r1.fastq.gz	data/source/ggvp/fastq/ERR159243_r2.fastq.gz
PRJEB3013	SC_GMFUL5306360	ERR159244	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922031	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	fdff2623033331e4e20a5a0a838f9a4e	27732010e6dffb5318f26f21799d8f41	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159244/ERR159244_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159244/ERR159244_2.fastq.gz	data/source/ggvp/fastq/ERR159244_r1.fastq.gz	data/source/ggvp/fastq/ERR159244_r2.fastq.gz
PRJEB3013	SC_GMFUL5306361	ERR159245	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922019	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	a1bbcf152d9189cd11d3543f6860a903	88be4ecbef70a523ed0907f4854d8f7f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159245/ERR159245_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159245/ERR159245_2.fastq.gz	data/source/ggvp/fastq/ERR159245_r1.fastq.gz	data/source/ggvp/fastq/ERR159245_r2.fastq.gz
PRJEB3013	SC_GMFUL5306362	ERR159246	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922007	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	4d52ee77cfd7dd400733a1cff671d9c7	514e37d4dea86c774cb9afc0cbcbce89	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159246/ERR159246_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159246/ERR159246_2.fastq.gz	data/source/ggvp/fastq/ERR159246_r1.fastq.gz	data/source/ggvp/fastq/ERR159246_r2.fastq.gz
PRJEB3013	SC_GMFUL5306363	ERR159247	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921995	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	0f5832d46bb84f43c896c70aec321546	0394025a34e46b161f974252ee9e55c8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159247/ERR159247_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159247/ERR159247_2.fastq.gz	data/source/ggvp/fastq/ERR159247_r1.fastq.gz	data/source/ggvp/fastq/ERR159247_r2.fastq.gz
PRJEB3013	SC_GMFUL5306366	ERR159248	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4921983	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	a0644b5bd950ddf2cfed2fad6284f743	28759420206bf2efc56cc99ae9318274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159248/ERR159248_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159248/ERR159248_2.fastq.gz	data/source/ggvp/fastq/ERR159248_r1.fastq.gz	data/source/ggvp/fastq/ERR159248_r2.fastq.gz
PRJEB3013	SC_GMFUL5306356	ERR159249	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922067	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	3b57a0503f6909150372b7b8a35be8d5	b4cc00ea69ef07f7ba32db0e556db630	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159249/ERR159249_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159249/ERR159249_2.fastq.gz	data/source/ggvp/fastq/ERR159249_r1.fastq.gz	data/source/ggvp/fastq/ERR159249_r2.fastq.gz
PRJEB3013	SC_GMFUL5306357	ERR159250	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922055	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	8e7a007be57b5c81cac45957f6e4da75	8cbb9b68fdeae8321cf91888b976ade2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159250/ERR159250_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159250/ERR159250_2.fastq.gz	data/source/ggvp/fastq/ERR159250_r1.fastq.gz	data/source/ggvp/fastq/ERR159250_r2.fastq.gz
PRJEB3013	SC_GMFUL5306359	ERR159251	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	4922043	PAIRED	Low_coverage_sequencing_of_the_Fula_from_Gambia_Western_Division__GWF_	a3bc2930282e8d26fd41102e3a017c11	1a2db8abfc5bf8293563e80b45b9deba	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159251/ERR159251_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/ERR159251/ERR159251_2.fastq.gz	data/source/ggvp/fastq/ERR159251_r1.fastq.gz	data/source/ggvp/fastq/ERR159251_r2.fastq.gz
